Step,MeanTrust,TrustStdDev
83,0.5673683881759644,0.00011127632751595229
84,0.5682084560394287,0.00011340553464833647
85,0.5690395832061768,0.00011610696674324572
86,0.5698714852333069,0.00011819516657851636
87,0.570702314376831,0.00012070586672052741
88,0.5715293288230896,0.0001237608230439946
89,0.5723545551300049,0.00012669341231230646
90,0.5731807351112366,0.0001290873042307794
91,0.5740048885345459,0.0001318948488915339
92,0.574823796749115,0.00013472564751282334
93,0.5756473541259766,0.00013730682258028537
94,0.5764751434326172,0.00013956593465991318
95,0.5773091316223145,0.00014097800885792822
96,0.5781345963478088,0.00014197388372849673
97,0.578959047794342,0.0001422735513187945
98,0.5797797441482544,0.00014277127047535032
99,0.5805985927581787,0.00014282623305916786
100,0.5814143419265747,0.00014315149746835232
101,0.582226574420929,0.00014373697922565043
102,0.5830420255661011,0.00014409443247132003
103,0.5838624238967896,0.0001442037901142612
104,0.5846799612045288,0.00014351462596096098
105,0.5854848623275757,0.0001425196387572214
106,0.5862916707992554,0.00014170544454827905
107,0.5871053338050842,0.000140911724884063
108,0.5879138112068176,0.00013997222413308918
109,0.588727593421936,0.00013975152978673577
110,0.5895472168922424,0.0001399547909386456
111,0.5903635621070862,0.00013996608322486281
112,0.5911808609962463,0.00013918023614678532
113,0.59199458360672,0.00013762005255557597
114,0.592808723449707,0.000135774738737382
115,0.593616247177124,0.00013384019257500768
116,0.5944191217422485,0.0001317579299211502
117,0.5952209830284119,0.00012987614900339395
118,0.5960267186164856,0.00012899797002319247
119,0.5968351364135742,0.00012874571257270873
120,0.597636878490448,0.00012833336950279772
121,0.5984318256378174,0.00012784943100996315
122,0.5992333889007568,0.000127854073070921
123,0.6000250577926636,0.00012862248695455492
124,0.6008195281028748,0.0001297582348342985
125,0.6016132235527039,0.00013186660362407565
126,0.6024146676063538,0.00013434774882625788
127,0.6032192707061768,0.00013667187886312604
128,0.6040233969688416,0.00013918882177677006
129,0.6048344969749451,0.00014179864956531674
130,0.6056500673294067,0.000145976067869924
131,0.6064697504043579,0.00015173912106547505
132,0.6072943806648254,0.00015877877012826502
133,0.6081156730651855,0.00016539808711968362
134,0.6089332699775696,0.00017302915512118489
135,0.6097555160522461,0.00018130331591237336
136,0.6105771660804749,0.00018922501476481557
137,0.6114051342010498,0.00019611504103522748
138,0.61222904920578,0.00020061040413565934
139,0.6130455136299133,0.00020460234372876585
140,0.6138533353805542,0.0002072228235192597
141,0.6146655678749084,0.0002104635932482779
142,0.6154801249504089,0.00021332502365112305
143,0.6162921786308289,0.0002169492217944935
144,0.6171038150787354,0.00022105631069280207
145,0.6179081797599792,0.0002232833649031818
146,0.6187075972557068,0.0002256437874166295
147,0.6195072531700134,0.00022598668874707073
148,0.6203052401542664,0.00022513771546073258
149,0.6211005449295044,0.00022302745492197573
150,0.6218967437744141,0.00022053124848753214
151,0.6226946711540222,0.00021864610607735813
152,0.623490571975708,0.0002176319103455171
153,0.6242873668670654,0.00021658671903423965
154,0.6250811219215393,0.00021509311045520008
155,0.625874400138855,0.0002142107259714976
156,0.6266689896583557,0.00021431033383123577
157,0.6274620890617371,0.00021438210387714207
158,0.628253698348999,0.00021515862317755818
159,0.6290537118911743,0.00021714721515309066
160,0.6298556327819824,0.00022037074086256325
161,0.6306546330451965,0.00022388978686649352
162,0.6314520239830017,0.00022731031640432775
163,0.6322557330131531,0.00023059279192239046
164,0.6330562233924866,0.0002331953146494925
165,0.6338493227958679,0.00023564291768707335
166,0.6346447467803955,0.00023905179114080966
167,0.6354500651359558,0.00024311516608577222
168,0.6362521648406982,0.0002476429508533329
169,0.6370543241500854,0.0002525490999687463
170,0.6378599405288696,0.00025730268680490553
171,0.638666033744812,0.0002627166686579585
172,0.639479398727417,0.0002688380191102624
173,0.6402926445007324,0.0002756388857960701
174,0.6411044597625732,0.000282357563264668
175,0.6419110894203186,0.00028850091621279716
176,0.6427130699157715,0.0002937378012575209
177,0.6435164213180542,0.00029990196344442666
178,0.6443191170692444,0.00030606886139139533
179,0.6451274752616882,0.00031279592076316476
180,0.6459337472915649,0.0003204024105798453
181,0.6467372179031372,0.00032782115158624947
182,0.6475414037704468,0.00033601964241825044
183,0.6483445167541504,0.00034340069396421313
184,0.6491501331329346,0.0003507330548018217
185,0.649951696395874,0.0003586548555176705
186,0.650743842124939,0.000365758896805346
187,0.6515336036682129,0.0003716766368597746
188,0.6523308753967285,0.0003791434282902628
189,0.6531271934509277,0.0003857971460092813
190,0.6539246439933777,0.00039221931365318596
191,0.6547205448150635,0.0003986971278209239
192,0.655516505241394,0.00040413436363451183
193,0.6563175916671753,0.00040937031735666096
194,0.657117486000061,0.0004141101671848446
195,0.6579139232635498,0.0004185509169474244
196,0.658710241317749,0.00042227294761687517
197,0.6595138907432556,0.00042547634802758694
198,0.6603124141693115,0.0004290984943509102
199,0.6611137986183167,0.00043339430703781545
200,0.661920428276062,0.00043672724859789014
201,0.6627277135848999,0.0004398328601382673
202,0.6635453104972839,0.00044235066161490977
203,0.6643663048744202,0.0004452587163541466
204,0.6651868224143982,0.00044851526035927236
205,0.6660043001174927,0.00045326020335778594
206,0.6668192148208618,0.0004590325988829136
207,0.6676331162452698,0.0004648558679036796
208,0.6684542298316956,0.00047034036833792925
209,0.6692678332328796,0.0004750823718495667
210,0.6700803637504578,0.0004789281520061195
211,0.6708976030349731,0.0004828012315556407
212,0.6717100143432617,0.00048670361866243184
213,0.6725268363952637,0.0004910681745968759
214,0.6733406782150269,0.0004955473123118281
215,0.6741544008255005,0.0005006467690691352
216,0.6749674081802368,0.0005053992499597371
217,0.6757789850234985,0.0005102099385112524
218,0.6765919923782349,0.0005157741252332926
219,0.6774054765701294,0.0005220762104727328
220,0.6782305836677551,0.0005298387259244919
221,0.6790576577186584,0.0005381935625337064
222,0.6798803806304932,0.0005476736114360392
223,0.680701732635498,0.0005579715361818671
224,0.6815195083618164,0.000568913877941668
225,0.682335376739502,0.0005797145422548056
226,0.6831515431404114,0.0005899904645048082
227,0.6839568018913269,0.0005995831452310085
228,0.6847652196884155,0.0006097654695622623
229,0.6855713129043579,0.0006196970934979618
230,0.6863729953765869,0.0006282209069468081
231,0.6871795654296875,0.0006348897004500031
232,0.6879936456680298,0.0006407589535228908
233,0.6888088583946228,0.000645989493932575
234,0.6896187663078308,0.0006517980364151299
235,0.6904215216636658,0.0006573221762664616
236,0.6912343502044678,0.0006635552272200584
237,0.6920490860939026,0.0006690919399261475
238,0.6928730607032776,0.0006747606093995273
239,0.6936923861503601,0.0006796647212468088
240,0.6945091485977173,0.0006848233169876039
241,0.6953278183937073,0.000690510671120137
242,0.6961430311203003,0.0006963348714634776
243,0.6969510912895203,0.0007024950464256108
244,0.6977671980857849,0.000709013023879379
245,0.6985786557197571,0.0007158226217143238
246,0.6993814706802368,0.0007212686468847096
247,0.7001810073852539,0.000725425488781184
248,0.7009828090667725,0.0007290505454875529
249,0.7017874717712402,0.0007319432916119695
250,0.7025960087776184,0.0007354713743552566
251,0.7034016847610474,0.000737655209377408
252,0.7042087912559509,0.0007386954384855926
253,0.7050138115882874,0.0007395893335342407
254,0.7058255672454834,0.0007405507494695485
255,0.7066357135772705,0.0007417621091008186
256,0.7074552774429321,0.0007421438931487501
257,0.7082753777503967,0.0007424259674735367
258,0.7090973854064941,0.000742166128475219
259,0.7099217176437378,0.0007432582206092775
260,0.7107491493225098,0.0007448876858688891
261,0.711580216884613,0.0007469857227988541
262,0.7124022245407104,0.0007489652489311993
263,0.7132213711738586,0.0007510032737627625
264,0.7140412926673889,0.000753066735342145
265,0.7148590087890625,0.0007557012722827494
266,0.715674877166748,0.0007587447762489319
267,0.7164908647537231,0.0007616855436936021
268,0.717308759689331,0.0007648707833141088
269,0.7181218266487122,0.0007694609230384231
270,0.718930184841156,0.0007739875582046807
271,0.7197415232658386,0.0007792936521582305
272,0.7205548286437988,0.0007843889179639518
273,0.7213580012321472,0.0007887534447945654
274,0.7221643924713135,0.0007933945744298398
275,0.7229755520820618,0.0007970899459905922
276,0.7237844467163086,0.0007992445025593042
277,0.7245978116989136,0.0007998942164704204
278,0.7254040837287903,0.0007985952543094754
279,0.7262003421783447,0.0007968166610226035
280,0.7270017862319946,0.0007950662402436137
281,0.7278010845184326,0.0007934161112643778
282,0.7286048531532288,0.0007923688390292227
283,0.7294067144393921,0.0007921059732325375
284,0.730212390422821,0.0007913339068181813
285,0.7310137748718262,0.0007894547889009118
286,0.7318131327629089,0.000787488475907594
287,0.7326123714447021,0.0007851017289794981
288,0.7334110140800476,0.000783899798989296
289,0.7342172265052795,0.0007828341913409531
290,0.7350268959999084,0.0007821214385330677
291,0.7358297109603882,0.0007797994185239077
292,0.7366328239440918,0.0007769021322019398
293,0.7374399900436401,0.0007735181134194136
294,0.7382497787475586,0.0007702650036662817
295,0.7390612363815308,0.000766987563110888
296,0.739875078201294,0.0007651694468222558
297,0.7406889200210571,0.0007641292759217322
298,0.7415004968643188,0.0007640274125151336
299,0.7423056364059448,0.0007634744979441166
300,0.7431139945983887,0.0007632658816874027
301,0.7439240217208862,0.0007634970243088901
302,0.7447335720062256,0.0007635667570866644
303,0.7455384135246277,0.0007635857909917831
304,0.7463430762290955,0.0007635851507075131
305,0.747139036655426,0.0007636541267856956
306,0.7479380965232849,0.0007636340451426804
307,0.7487425804138184,0.0007633657660335302
308,0.7495440244674683,0.0007624871213920414
309,0.7503489255905151,0.0007628318853676319
310,0.7511553168296814,0.0007628418388776481
311,0.7519621849060059,0.0007627628510817885
312,0.752774178981781,0.0007636144291609526
313,0.7535857558250427,0.0007652565254829824
314,0.7544013261795044,0.0007675873930566013
315,0.7552196383476257,0.0007697000983171165
316,0.7560366988182068,0.0007705632597208023
317,0.7568526864051819,0.0007701097638346255
318,0.7576677799224854,0.0007692439830861986
319,0.7584814429283142,0.0007681137067265809
320,0.7592945694923401,0.0007671953644603491
321,0.7601012587547302,0.0007659225957468152
322,0.760904848575592,0.0007655848748981953
323,0.7617073655128479,0.0007646830636076629
324,0.7625149488449097,0.0007645089062862098
325,0.7633246779441833,0.0007645236328244209
326,0.7641308903694153,0.0007656482048332691
327,0.7649366855621338,0.0007671814528293908
328,0.7657426595687866,0.0007698439876548946
329,0.7665489315986633,0.0007723624585196376
330,0.7673532962799072,0.0007747454801574349
331,0.7681565284729004,0.0007781951571814716
332,0.7689610719680786,0.0007820692262612283
333,0.7697721719741821,0.0007852106937207282
334,0.7705762386322021,0.0007871630368754268
335,0.7713752388954163,0.0007879978511482477
336,0.7721861004829407,0.0007893547881394625
337,0.7729979157447815,0.0007912390283308923
338,0.7738136053085327,0.0007945334073156118
339,0.7746201753616333,0.0007971668965183198
340,0.7754330039024353,0.0008005007985047996
341,0.7762497663497925,0.0008047912269830704
342,0.7770640254020691,0.0008085889276117086
343,0.7778705358505249,0.0008128439076244831
344,0.7786765098571777,0.0008174562826752663
345,0.7794806957244873,0.000821570516563952
346,0.7802797555923462,0.0008245774079114199
347,0.7810820937156677,0.000827321782708168
348,0.7818814516067505,0.0008309478871524334
349,0.7826825380325317,0.0008353473385795951
350,0.7834833860397339,0.0008397611672990024
351,0.7842872738838196,0.0008434599731117487
352,0.7850939631462097,0.0008465810096822679
353,0.7859001755714417,0.0008500209078192711
354,0.7867072224617004,0.0008540003909729421
355,0.787516713142395,0.0008580320863984525
356,0.7883277535438538,0.000861888169310987
357,0.7891401052474976,0.0008660863968543708
358,0.7899491786956787,0.0008704328793101013
359,0.7907536625862122,0.0008741063065826893
360,0.7915579676628113,0.0008780714124441147
361,0.7923606634140015,0.0008814093307591975
362,0.793165922164917,0.000882298278156668
363,0.7939674258232117,0.0008833848405629396
364,0.7947719693183899,0.0008839897345751524
365,0.7955743074417114,0.000882947351783514
366,0.7963738441467285,0.000881789019331336
367,0.7971746921539307,0.0008811902371235192
368,0.7979756593704224,0.0008811523439362645
369,0.7987733483314514,0.0008822225499898195
370,0.7995719909667969,0.0008828815189190209
371,0.8003722429275513,0.0008825825643725693
372,0.8011682033538818,0.0008815068285912275
373,0.801959753036499,0.0008809717837721109
374,0.8027457594871521,0.0008803891250863671
375,0.8035231828689575,0.0008793424931354821
376,0.8042993545532227,0.0008781156502664089
377,0.8050678372383118,0.0008776672766543925
378,0.8058283925056458,0.0008776237955316901
379,0.8065831661224365,0.0008777917828410864
380,0.8073287606239319,0.0008778349147178233
381,0.8080639839172363,0.0008774384623393416
382,0.8087901473045349,0.0008769967244006693
383,0.809510350227356,0.0008763630175963044
384,0.8102285861968994,0.0008760184864513576
385,0.8109460473060608,0.0008758314652368426
386,0.8116632103919983,0.0008766871178522706
387,0.8123829960823059,0.0008786172256805003
388,0.8130990266799927,0.0008808667189441621
389,0.813810408115387,0.0008834605687297881
390,0.8145191669464111,0.0008871894679032266
391,0.8152297735214233,0.0008915336802601814
392,0.8159372806549072,0.0008959503029473126
393,0.8166459202766418,0.0008999368874356151
394,0.8173573017120361,0.0009036769042722881
395,0.8180715441703796,0.0009066694765351713
396,0.8187870979309082,0.0009096606518141925
397,0.8194987773895264,0.0009128350648097694
398,0.8202080130577087,0.0009156682062894106
399,0.8209123611450195,0.00091742625227198
400,0.8216077089309692,0.0009189749252982438
401,0.8222989439964294,0.0009199813357554376
402,0.8229910135269165,0.0009198576444759965
403,0.8236879110336304,0.0009194918675348163
404,0.8243910074234009,0.0009180046035908163
405,0.825097918510437,0.0009155346197076142
406,0.8258123397827148,0.0009117070585489273
407,0.826529860496521,0.0009075153502635658
408,0.8272506594657898,0.0009039268479682505
409,0.8279730081558228,0.0009015607065521181
410,0.8287005424499512,0.0008997473632916808
411,0.8294326066970825,0.0008988988702185452
412,0.8301658034324646,0.0008990919450297952
413,0.8308979868888855,0.000899133738130331
414,0.8316239714622498,0.0008988860063254833
415,0.8323468565940857,0.0008978881523944438
416,0.8330662846565247,0.0008973958902060986
417,0.8337833285331726,0.0008970975177362561
418,0.8344945311546326,0.000897736637853086
419,0.8352009654045105,0.0008982809958979487
420,0.8359010219573975,0.0008988799527287483
421,0.8365932106971741,0.0008996822289191186
422,0.8372809886932373,0.0009008013876155019
423,0.8379631042480469,0.0009023540769703686
424,0.8386472463607788,0.0009042530437000096
425,0.8393323421478271,0.0009058784926310182
426,0.8400181531906128,0.0009079945739358664
427,0.8407037258148193,0.0009102263138629496
428,0.8413877487182617,0.0009126061340793967
429,0.8420724272727966,0.0009144751820713282
430,0.8427515625953674,0.0009162842761725187
431,0.8434274792671204,0.000918061938136816
432,0.8441060781478882,0.0009197129402309656
433,0.8447893261909485,0.0009213967714458704
434,0.8454775214195251,0.0009224612731486559
435,0.8461706042289734,0.0009229491115547717
436,0.8468654751777649,0.0009235282195731997
437,0.8475638031959534,0.0009249537251889706
438,0.8482638001441956,0.0009265777771361172
439,0.8489654064178467,0.0009275609045289457
440,0.8496778607368469,0.0009285157429985702
441,0.8503922820091248,0.0009285506675951183
442,0.8511084914207458,0.0009277562494389713
443,0.851825475692749,0.0009260260267183185
444,0.8525429964065552,0.000924083695281297
445,0.8532601594924927,0.0009226338588632643
446,0.8539886474609375,0.0009210946736857295
447,0.8547256588935852,0.0009202981018461287
448,0.8554673790931702,0.0009195310994982719
449,0.8562126159667969,0.00091890012845397
450,0.8569662570953369,0.0009188067051582038
451,0.8577191829681396,0.0009188559488393366
452,0.8584667444229126,0.000919382378924638
453,0.8592098951339722,0.0009206521208398044
454,0.8599441647529602,0.0009213765151798725
455,0.8606679439544678,0.0009227521950379014
456,0.86138516664505,0.0009242064552381635
457,0.862095832824707,0.0009249668219126761
458,0.8627969622612,0.0009244542452506721
459,0.8634953498840332,0.000923521351069212
460,0.8641928434371948,0.0009209638810716569
461,0.8648934960365295,0.0009180383640341461
462,0.8655949234962463,0.0009151696576736867
463,0.8663026690483093,0.000912895833607763
464,0.8670206069946289,0.0009110121754929423
465,0.8677416443824768,0.0009093689150176942
466,0.8684647679328918,0.00090789858950302
467,0.8691889643669128,0.0009067346691153944
468,0.8699122667312622,0.0009062790777534246
469,0.8706337213516235,0.0009063673205673695
470,0.8713549375534058,0.0009069519001059234
471,0.8720718026161194,0.0009081011521629989
472,0.8727844953536987,0.0009087140788324177
473,0.8734911680221558,0.0009081492898985744
474,0.8741955161094666,0.0009076670394279063
475,0.874900758266449,0.0009072635439224541
476,0.875610888004303,0.0009065547492355108
477,0.8763272166252136,0.0009055898990482092
478,0.877046525478363,0.0009039948345161974
479,0.8777657747268677,0.0009012012160383165
480,0.8784822225570679,0.0008983407751657069
481,0.8791924715042114,0.0008959873230196536
482,0.8799004554748535,0.0008934522047638893
483,0.8806119561195374,0.0008914679056033492
484,0.8813247084617615,0.0008896975195966661
485,0.8820374608039856,0.000887728005181998
486,0.88275146484375,0.0008856922504492104
487,0.8834667205810547,0.0008838345529511571
488,0.8841831088066101,0.0008814941975288093
489,0.8848956227302551,0.0008792438893578947
490,0.8856052160263062,0.0008767301915213466
491,0.8863093256950378,0.0008745912346057594
492,0.8870081901550293,0.0008726009982638061
493,0.8876988291740417,0.0008712233393453062
494,0.8883851170539856,0.0008699128520675004
495,0.8890742659568787,0.0008683594060130417
496,0.8897643089294434,0.0008673261036165059
497,0.8904573917388916,0.0008666625362820923
498,0.8911579251289368,0.0008667307556606829
499,0.8918606638908386,0.000867262075189501
