Step,Intensity,PhaseEntropy,AvgEnergy
63,0.1,1.971566705606731,9.387174606323242
64,0.1,1.9514257378964601,9.379932403564453
65,0.1,1.9709128934197557,9.36913013458252
66,0.1,1.962031023008111,9.361217498779297
67,0.1,1.9240745653228066,9.351884841918945
68,0.1,1.8678235089557933,9.345069885253906
69,0.1,1.9635349455167193,9.33609390258789
70,0.1,1.990360146900588,9.327117919921875
71,0.1,1.9874464238391123,9.31710147857666
72,0.1,1.9958536266528564,9.308483123779297
73,0.1,1.9742601387032088,9.298113822937012
74,0.1,1.9575547988658986,9.288060188293457
75,0.1,1.9480373472370835,9.278757095336914
76,0.1,1.9451030431571024,9.271961212158203
77,0.1,1.9690753436872923,9.261212348937988
78,0.1,1.9374652334248588,9.253307342529297
79,0.1,1.915818920413212,9.243274688720703
80,0.1,1.9425232864663098,9.234257698059082
81,2.0,1.9791544461930675,9.224823951721191
82,2.0,1.9835634900448902,9.213594436645508
83,2.0,1.928136466683943,9.202103614807129
84,2.0,1.9943497041442486,9.194746017456055
85,2.0,1.9872447016990262,9.185052871704102
86,2.0,1.9709128934197557,9.174525260925293
87,2.0,1.9480373472370838,9.162960052490234
88,2.0,1.927164418161318,9.15371322631836
89,2.0,1.9956764763856563,9.143619537353516
90,2.0,1.9104251344986816,9.135068893432617
91,2.0,1.9744894033980525,9.125345230102539
92,2.0,1.9411292922511936,9.114204406738281
93,2.0,1.998590199447132,9.104819297790527
94,2.0,1.990360146900588,9.093233108520508
95,2.0,1.9451030431571024,9.085969924926758
96,2.0,1.9620310230081113,9.07653522491455
97,2.0,1.98356349004489,9.064990043640137
98,2.0,1.9423709776341946,9.055614471435547
99,2.0,1.97330242819723,9.044846534729004
100,2.0,1.9886994082884972,9.035272598266602
101,2.0,1.9575547988658986,9.02396011352539
102,2.0,1.97330242819723,9.013845443725586
103,2.0,1.8645209157976415,9.005260467529297
104,2.0,1.9728420755789071,8.995471954345703
105,2.0,1.925236117729761,8.98343563079834
106,2.0,1.9466093157144109,8.971531867980957
107,2.0,1.990360146900588,8.960704803466797
108,2.0,1.9352638179663049,8.951250076293945
109,2.0,1.847045590030686,8.942961692810059
110,2.0,1.9191908755559948,8.93223762512207
111,2.0,1.9820681692545432,8.921136856079102
112,2.0,1.9820681692545432,8.910027503967285
113,2.0,1.927164418161318,8.900760650634766
114,2.0,1.9690753436872923,8.890217781066895
115,2.0,1.9809837333540974,8.881011009216309
116,2.0,1.9425232864663098,8.869394302368164
117,2.0,1.9809837333540972,8.859354019165039
118,2.0,1.9820681692545432,8.84744644165039
119,2.0,1.919223397530746,8.836250305175781
120,0.1,1.9295387234704926,8.825845718383789
121,0.1,1.9815944058432746,8.81533145904541
122,0.1,1.9343974350288715,8.804098129272461
123,0.1,1.9343974350288715,8.795011520385742
124,0.1,1.9644617031615088,8.785221099853516
125,0.1,1.962771235644566,8.778653144836426
126,0.1,1.990360146900588,8.771037101745605
127,0.1,1.9355673605584824,8.762313842773438
128,0.1,1.9690753436872923,8.75251293182373
129,0.1,1.9773755839047709,8.744179725646973
130,0.1,1.9929399035913808,8.73583698272705
131,0.1,1.9295387234704924,8.727463722229004
132,0.1,1.9451030431571024,8.719095230102539
133,0.1,1.9466093157144106,8.710000991821289
134,0.1,1.9252471217879477,8.699480056762695
135,0.1,1.9773755839047709,8.690051078796387
136,0.1,1.9663387708930167,8.682798385620117
137,0.1,1.9635349455167193,8.673748016357422
138,0.1,1.95142573789646,8.665467262268066
139,0.1,1.9911512306312265,8.657110214233398
140,0.1,1.9715153033374995,8.6498441696167
141,0.1,1.97330242819723,8.64042854309082
142,0.1,1.9728420755789071,8.631333351135254
143,0.1,1.9679991703582802,8.620423316955566
144,0.1,1.9637667455986103,8.609169006347656
145,0.1,1.9809837333540972,8.60151195526123
146,0.1,1.9538893652329212,8.592413902282715
147,0.1,1.8937359234953313,8.584356307983398
148,0.1,1.9620310230081115,8.575322151184082
149,0.1,1.9815944058432746,8.565939903259277
150,0.1,1.9525533134947035,8.557588577270508
151,0.1,1.9413980376599165,8.551055908203125
152,0.1,1.9641810361974337,8.54272747039795
153,0.1,1.9809837333540972,8.53369140625
154,0.1,1.9958536266528564,8.524609565734863
155,0.1,1.9641810361974337,8.515596389770508
156,0.1,1.9958536266528564,8.503301620483398
157,0.1,1.9872447016990262,8.49321174621582
158,0.1,1.990360146900588,8.481695175170898
159,0.1,1.9809837333540974,8.474087715148926
160,0.1,1.9287289082033152,8.464628219604492
161,0.1,1.9740950600282923,8.458394050598145
162,0.1,1.9367024508086383,8.450398445129395
163,0.1,1.9809837333540976,8.441736221313477
164,0.1,1.9539872636174478,8.431623458862305
165,0.1,1.9820681692545432,8.422184944152832
166,0.1,1.987446423839112,8.412727355957031
167,0.1,1.9539872636174478,8.403948783874512
168,0.1,1.951250690823172,8.39634895324707
169,0.1,1.998590199447132,8.390218734741211
170,0.1,1.89449907078631,8.380864143371582
171,0.1,1.9943497041442486,8.370012283325195
172,0.1,1.9457572110709036,8.360198020935059
173,0.1,1.974260138703209,8.350362777709961
174,0.1,1.9791544461930675,8.339890480041504
175,0.1,1.9782471605598215,8.332303047180176
176,0.1,1.9663387708930167,8.320762634277344
177,0.1,1.9836796919474973,8.312088012695312
178,0.1,1.9898244583898188,8.302713394165039
179,0.1,1.9715153033374997,8.293298721313477
180,0.1,1.9858349011461582,8.28531551361084
181,0.1,1.7997041058409764,8.279885292053223
182,0.1,1.8726915986883301,8.274829864501953
183,0.1,1.6878951756314013,8.26832389831543
184,0.1,1.6669654144019361,8.264713287353516
185,0.1,1.6399579332229623,8.260688781738281
186,0.1,1.6421855107504675,8.255945205688477
187,0.1,1.6249448381292138,8.251581192016602
188,0.1,1.6573554632802354,8.247264862060547
189,0.1,1.5108887091777552,8.242218017578125
190,0.1,1.4913146570363986,8.238941192626953
191,0.1,1.473343043456173,8.235612869262695
192,0.1,1.6669654144019361,8.231616973876953
193,0.1,1.6042691162672784,8.226877212524414
194,0.1,1.5841522126368912,8.22462272644043
195,0.1,1.64171806304599,8.22199821472168
196,0.1,1.7874590183336725,8.219398498535156
197,0.1,1.6431277987434123,8.216821670532227
198,0.1,1.429833688891869,8.217108726501465
199,0.1,1.3858819858870735,8.218497276306152
200,0.1,1.47189691130064,8.218836784362793
201,0.1,1.459586489673943,8.218467712402344
202,0.1,1.4913146570363986,8.215577125549316
203,0.1,1.4600062770856992,8.21519947052002
204,0.1,1.4728073904677421,8.214461326599121
205,0.1,1.5394208595725638,8.212990760803223
206,0.1,1.5997301466508205,8.2093505859375
207,0.1,1.4493430987885754,8.206832885742188
208,0.1,1.3230603760072124,8.20503044128418
209,0.1,1.4612516322372207,8.202141761779785
210,0.1,1.4735958170526893,8.201058387756348
211,0.1,1.318764543667262,8.200309753417969
212,0.1,1.4517168249365768,8.200297355651855
213,0.1,1.3447535340397483,8.198826789855957
214,0.1,1.4363877236324372,8.196293830871582
215,0.1,1.3930772776700218,8.191995620727539
216,0.1,1.4812762359202185,8.187685012817383
217,0.1,1.4669727120222886,8.183372497558594
218,0.1,1.507048827786958,8.17906665802002
219,0.1,1.670626930793951,8.17510986328125
220,0.1,1.7635518133264283,8.171487808227539
221,0.1,1.5949538630303663,8.168956756591797
222,0.1,1.5141783544712222,8.166807174682617
223,0.1,1.4735958170526893,8.164995193481445
224,0.1,1.4779962788875647,8.164257049560547
225,0.1,1.3930045218901166,8.163167953491211
226,0.1,1.2240200883153722,8.164963722229004
227,0.1,1.2777685083431216,8.166024208068848
228,0.1,1.1626878900165245,8.167458534240723
229,0.1,1.4447502846457885,8.169270515441895
230,0.1,1.4728073904677421,8.16889476776123
231,0.1,1.168938210747874,8.167078018188477
232,0.1,1.270014256873013,8.166375160217285
233,0.1,1.481675370021837,8.166376113891602
234,0.1,1.375411991075202,8.166037559509277
235,0.1,1.5394208595725638,8.163542747497559
236,0.1,1.5900774988525206,8.161750793457031
237,0.1,1.7645788449492361,8.159248352050781
238,0.1,1.655422172222322,8.154892921447754
239,0.1,1.4198854712310875,8.152359008789062
240,0.1,1.3966549132413888,8.151269912719727
241,0.1,1.584691234266754,8.14982795715332
242,0.1,1.6207359558879744,8.14876937866211
243,0.1,1.481675370021837,8.146249771118164
244,0.1,1.5352122213460337,8.144814491271973
245,0.1,1.4027375677821283,8.141931533813477
246,0.1,1.662158369335977,8.139726638793945
247,0.1,1.4558137061351348,8.136102676391602
248,0.1,1.6155888748015994,8.133867263793945
249,0.1,1.7375108983539762,8.131227493286133
250,0.1,1.8289336144561055,8.12537956237793
251,0.1,1.6811559850007851,8.122093200683594
252,0.1,1.6860806292577757,8.119568824768066
253,0.1,1.5925816904222037,8.118115425109863
254,0.1,1.472848005726685,8.11703109741211
255,0.1,1.5672779789849234,8.115934371948242
256,0.1,1.5169340029249652,8.114814758300781
257,0.1,1.3716407621868583,8.114784240722656
258,0.1,1.375647266636236,8.116145133972168
259,0.1,1.289960650146173,8.116482734680176
260,0.1,1.4735958170526893,8.116080284118652
261,0.1,1.172345644965554,8.115962982177734
262,0.1,1.3548425676587292,8.115437507629395
263,0.1,1.4263099575900715,8.11518383026123
264,0.1,1.3462399355393533,8.1160306930542
265,0.1,1.4217709879736136,8.116934776306152
266,0.1,1.719527838412147,8.116363525390625
267,0.1,1.7073163569936902,8.112224578857422
268,0.1,1.662158369335977,8.10810661315918
269,0.1,1.287691460141834,8.10625171661377
270,0.1,1.4383871261221584,8.104409217834473
271,0.1,1.5352122213460335,8.103288650512695
272,0.1,1.4041971876371702,8.102864265441895
273,0.1,1.6198390709298776,8.100249290466309
274,0.1,1.648462804841788,8.096542358398438
275,0.1,1.33541560106966,8.094642639160156
276,0.1,1.4177598362072457,8.09449577331543
277,0.1,1.3218847866691474,8.09366226196289
278,0.1,1.4463426609350192,8.09280776977539
279,0.1,1.5562303283957128,8.090885162353516
280,0.1,1.4517168249365768,8.089385986328125
281,2.0,1.601342291669152,8.088604927062988
282,2.0,1.615652406871321,8.085992813110352
283,2.0,1.5016144718101818,8.083796501159668
284,2.0,1.4531626170391254,8.083002090454102
285,2.0,1.5136811719481462,8.080981254577637
286,2.0,1.392298324038634,8.07942008972168
287,2.0,1.4771812924421988,8.077620506286621
288,2.0,1.4856189074020192,8.074987411499023
289,2.0,1.5983910765968874,8.072675704956055
290,2.0,1.636038881916981,8.068885803222656
291,2.0,1.6494257246391073,8.065086364746094
292,2.0,1.5086599970448067,8.061163902282715
293,2.0,1.5060163758558702,8.057856559753418
294,2.0,1.6041274404321422,8.053962707519531
295,2.0,1.4180991910610192,8.051370620727539
296,2.0,1.3220743615131227,8.050127983093262
297,2.0,1.3667404960953482,8.048705101013184
298,2.0,1.6225240660482532,8.045951843261719
299,2.0,1.6034621096755737,8.042162895202637
300,2.0,1.4027375677821283,8.038421630859375
301,2.0,1.2627317300909384,8.035348892211914
302,2.0,1.1977116437886164,8.030865669250488
303,2.0,1.5725383744240875,8.026007652282715
304,2.0,1.3838855294896746,8.019227981567383
305,2.0,1.57948807676468,8.013331413269043
306,2.0,1.3930772776700218,8.007402420043945
307,2.0,1.583881571107306,8.002458572387695
308,2.0,1.4821809777137163,7.999716758728027
309,2.0,1.2882552325555325,8.000191688537598
310,2.0,1.2193823590870305,8.001460075378418
311,2.0,1.0992170722714685,8.003959655761719
312,2.0,1.1528567887182326,8.005273818969727
313,2.0,1.5275723401283479,8.004806518554688
314,2.0,1.5834373195529923,8.003152847290039
315,2.0,1.5758153978772582,7.999067783355713
316,2.0,1.4970540164594122,7.995992183685303
317,2.0,1.5244130737220596,7.993144989013672
318,2.0,1.3238493555312079,7.990901947021484
319,2.0,1.3581563997805526,7.990322113037109
320,0.1,1.3951653481674724,7.990191459655762
321,0.1,1.506551411692176,7.988396644592285
322,0.1,1.4447502846457883,7.987682342529297
323,0.1,1.3397999247875139,7.988400459289551
324,0.1,1.5720458202842336,7.98768424987793
325,0.1,1.5374034414266398,7.987329959869385
326,0.1,1.5406347866691472,7.9873270988464355
327,0.1,1.4858587491946584,7.986245632171631
328,0.1,1.522804498829038,7.985174179077148
329,0.1,1.4537853494621626,7.984096050262451
330,0.1,1.3114205264940177,7.983712196350098
331,0.1,0.806009225449523,7.986871719360352
332,0.1,0.9446518621546791,7.9907426834106445
333,0.1,1.1662123039100034,7.9931769371032715
334,0.1,1.300870058859033,7.994532108306885
335,0.1,1.2811850822169968,7.995570182800293
336,0.1,1.4885479687030378,7.996589660644531
337,0.1,1.522804498829038,7.9961323738098145
338,0.1,1.5834373195529923,7.995967864990234
339,0.1,1.4463426609350192,7.9964752197265625
340,0.1,1.6149917740667208,7.995546340942383
341,0.1,1.4858587491946587,7.995715618133545
342,0.1,1.5503998938896673,7.993807792663574
343,0.1,1.7489992230622806,7.990496635437012
344,0.1,1.8331003941749562,7.984694480895996
345,0.1,1.7120363458618924,7.980356693267822
346,0.1,1.377586935369053,7.976754188537598
347,0.1,1.5090927339270377,7.974912166595459
348,0.1,1.276818302764996,7.973054885864258
349,0.1,1.4714855428078195,7.971196174621582
350,0.1,1.527556205133408,7.970449447631836
351,0.1,1.3533885584812424,7.968886375427246
352,0.1,1.143636625190374,7.9708943367004395
353,0.1,1.1422621894927727,7.972253799438477
354,0.1,0.9086805219009382,7.97503137588501
355,0.1,1.2193823590870305,7.977421760559082
356,0.1,1.2537096903449056,7.978343963623047
357,0.1,1.2956938272181446,7.9792938232421875
358,0.1,1.527572340128348,7.977745056152344
359,0.1,1.473595817052689,7.978031635284424
360,0.1,1.5983910765968874,7.9758172035217285
361,0.1,1.7820976397479416,7.973536014556885
362,0.1,1.6804075769816165,7.969110488891602
363,0.1,1.7386085007312413,7.965381145477295
364,0.1,1.6398134717020645,7.962368965148926
365,0.1,1.6340498595104962,7.960846424102783
366,0.1,1.5846912342667538,7.959307670593262
367,0.1,1.5568897522602738,7.957352638244629
368,0.1,1.6351322961334898,7.954254150390625
369,0.1,1.5925816904222037,7.951885223388672
370,0.1,1.3476506170220028,7.950648307800293
371,0.1,1.5131593947970563,7.950181484222412
372,0.1,1.4832454149104457,7.948298931121826
373,0.1,1.584691234266754,7.946079254150391
374,0.1,1.5829965421028027,7.944933891296387
375,0.1,1.2025024300017806,7.944849967956543
376,0.1,0.9933927290103626,7.948394775390625
377,0.1,1.2394481796361598,7.950847625732422
378,0.1,1.2670652055366765,7.951880931854248
379,0.1,1.0594873517384964,7.955808162689209
380,0.1,1.0992170722714685,7.958299160003662
381,0.1,0.9876969793759832,7.961169242858887
382,0.1,1.299144532628288,7.964745044708252
383,0.1,1.2394481796361598,7.967257976531982
384,0.1,1.4084576646067029,7.968622207641602
385,0.1,1.4689514568588302,7.9680681228637695
386,0.1,1.5781023134546166,7.968972682952881
387,0.1,1.522608266825033,7.967840194702148
388,0.1,1.4031226585083272,7.96815299987793
389,0.1,1.5720458202842336,7.968755722045898
390,0.1,1.6408698156146022,7.9675679206848145
391,0.1,1.5672779789849236,7.9656291007995605
392,0.1,1.5298104521994542,7.96488094329834
393,0.1,1.5616205178176366,7.9637298583984375
394,0.1,1.7087035039424538,7.961504936218262
395,0.1,1.522804498829038,7.959292888641357
396,0.1,1.6712216678092129,7.958484649658203
397,0.1,1.5846551804678373,7.95582389831543
398,0.1,1.5390448390980072,7.955009460449219
399,0.1,1.3213783575012872,7.953902244567871
400,0.1,1.375647266636236,7.953853130340576
401,0.1,1.6860806292577757,7.952351093292236
402,0.1,1.5665036808075534,7.9494524002075195
403,0.1,1.276818302764996,7.9480180740356445
404,0.1,1.1742784488650115,7.945794105529785
405,0.1,1.3498100368678883,7.944173812866211
406,0.1,1.4198854712310875,7.942901611328125
407,0.1,1.5446246886914408,7.941648483276367
408,0.1,1.3667404960953482,7.940118312835693
409,0.1,1.6551524159655606,7.939232349395752
410,0.1,1.4217709879736136,7.937972545623779
411,0.1,1.0571865107731433,7.939286231994629
412,0.1,0.806009225449523,7.9423828125
413,0.1,1.1978230474460072,7.945869445800781
414,0.1,0.9913309786033389,7.94904899597168
415,0.1,1.313088894403972,7.950815200805664
416,0.1,1.325429853872764,7.952225685119629
417,0.1,1.5275723401283479,7.952910900115967
418,0.1,1.6121666261388452,7.9525251388549805
419,0.1,1.53740344142664,7.9521484375
420,0.1,1.5627290726796443,7.951067924499512
421,0.1,1.5741304248815275,7.948188781738281
422,0.1,1.3964450140614142,7.946722030639648
423,0.1,1.6619056323198664,7.945952892303467
424,0.1,1.5841522126368912,7.94445276260376
425,0.1,1.6951564167766426,7.941792964935303
426,0.1,1.7667774876250766,7.937267780303955
427,0.1,1.8230870204656966,7.931612491607666
428,0.1,1.7099224327414562,7.92595100402832
429,0.1,1.6583236666697598,7.921041488647461
430,0.1,1.5596540308861513,7.918713569641113
431,0.1,1.6927408149441479,7.914262771606445
432,0.1,1.5475842645777047,7.909078598022461
433,0.1,1.5875795368260828,7.905003547668457
434,0.1,1.3463190907343878,7.902740478515625
435,0.1,1.3329635755426168,7.902283668518066
436,0.1,1.165919235259032,7.9022016525268555
437,0.1,1.1108262272199072,7.903897762298584
438,0.1,1.165919235259032,7.905582904815674
439,0.1,1.024795188760781,7.908284664154053
440,0.1,1.4031226585083272,7.910268783569336
441,0.1,1.6436949635424778,7.908731460571289
442,0.1,1.713815785553653,7.906412601470947
443,0.1,1.7439140909938475,7.901208877563477
444,0.1,1.438092997181144,7.89595890045166
445,0.1,1.2886134199863002,7.893237113952637
446,0.1,1.57185136613957,7.890159606933594
447,0.1,1.4198130127496016,7.889242172241211
448,0.1,1.4554206001679353,7.888345718383789
449,0.1,1.254767710750943,7.888564109802246
450,0.1,1.2458646961561464,7.889899730682373
451,0.1,1.4330650341343765,7.889764785766602
452,0.1,1.2811850822169968,7.890263080596924
453,0.1,1.2059632788411117,7.890720367431641
454,0.1,1.4414821056857394,7.889345645904541
455,0.1,1.3036054932285166,7.888051986694336
456,0.1,1.6034621096755735,7.885684013366699
457,0.1,1.6551524159655606,7.883304119110107
458,0.1,1.670114029844857,7.880516529083252
459,0.1,1.6494257246391073,7.877334117889404
460,0.1,1.6207359558879744,7.874624252319336
461,0.1,1.3548425676587292,7.872680187225342
462,0.1,1.5672779789849236,7.871768951416016
463,0.1,1.5084344279142878,7.8705735206604
464,0.1,1.5965144946572611,7.869386196136475
465,0.1,1.5672779789849234,7.8678812980651855
466,0.1,1.4031226585083272,7.866740703582764
467,0.1,1.3397999247875139,7.868159770965576
468,0.1,1.3137465081335222,7.869586944580078
469,0.1,1.3930045218901166,7.868148326873779
470,0.1,1.484773360575129,7.868062973022461
471,0.1,1.5397511909624915,7.865759372711182
472,0.1,1.5391011281202824,7.864850997924805
473,0.1,1.4900886783479388,7.863917827606201
474,0.1,1.512875780033049,7.863402366638184
475,0.1,1.5377762182116943,7.861431121826172
476,0.1,1.3951653481674726,7.859450340270996
477,0.1,1.3329635755426168,7.859615325927734
478,0.1,1.5212417740667206,7.859105110168457
479,0.1,1.5406347866691474,7.858626842498779
480,0.1,1.4948762079728146,7.857730865478516
481,2.0,1.3238493555312079,7.856518745422363
482,2.0,1.4779962788875647,7.855282306671143
483,2.0,1.5665036808075532,7.852705478668213
484,2.0,1.5157332867529423,7.8506622314453125
485,2.0,1.6583452185347238,7.847698211669922
486,2.0,1.713815785553653,7.844833850860596
487,2.0,1.4662747596477579,7.84005880355835
488,2.0,1.5713610492256715,7.836528301239014
489,2.0,1.4811877445423152,7.832145690917969
490,2.0,1.499372303172731,7.830681800842285
491,2.0,1.4781347866691472,7.827700614929199
492,2.0,1.6034621096755737,7.825267314910889
493,2.0,1.7730898459737487,7.821561813354492
494,2.0,1.8113507903223616,7.816381931304932
495,2.0,1.9040657985858749,7.809901237487793
496,2.0,1.771782221599798,7.8031206130981445
497,2.0,1.789848204074194,7.796467304229736
498,2.0,1.62933164979857,7.791718482971191
499,2.0,1.725098792402692,7.787508010864258
500,2.0,1.6789379291762316,7.782824993133545
501,2.0,1.7267747896105097,7.777873992919922
502,2.0,1.6385227176951462,7.774268627166748
503,2.0,1.403239241140954,7.772397518157959
504,2.0,1.6460910634755952,7.7690839767456055
505,2.0,1.650972663012288,7.766149044036865
506,2.0,1.5977536808075534,7.762202262878418
507,2.0,1.382861222416222,7.760034561157227
508,2.0,1.3142456744218933,7.759196758270264
509,2.0,1.3602492629180993,7.759080410003662
510,2.0,1.2703607477473036,7.757956504821777
511,2.0,1.2551928296234922,7.757968425750732
512,2.0,0.9446518621546791,7.759657382965088
513,2.0,0.8503158735648506,7.762167930603027
514,2.0,1.1662123039100034,7.764102458953857
515,2.0,1.2394481796361598,7.765105247497559
516,2.0,1.570509324227431,7.764340400695801
517,2.0,1.5672779789849234,7.762275695800781
518,2.0,1.5759905887323864,7.759582996368408
519,2.0,1.601342291669152,7.756091117858887
520,0.1,1.6813245152068987,7.752790927886963
521,0.1,1.7617536970213605,7.750095367431641
522,0.1,1.7771036266528566,7.745931625366211
523,0.1,1.613193861095465,7.742127895355225
524,0.1,1.700356440313984,7.736922264099121
525,0.1,1.688966206816239,7.731765270233154
526,0.1,1.8414600949393913,7.72628116607666
527,0.1,1.7093971102631726,7.720087051391602
528,0.1,1.62933164979857,7.716037750244141
529,0.1,1.6244939589301068,7.7123613357543945
530,0.1,1.5293304877273464,7.708676815032959
531,0.1,1.4201268478421485,7.705726623535156
532,0.1,1.603600274797962,7.703873157501221
533,0.1,1.5459697927675229,7.703096389770508
534,0.1,1.3771291920033495,7.703029632568359
535,0.1,1.4429610149924694,7.703310012817383
536,0.1,1.3430312700300213,7.705027103424072
537,0.1,1.3515749416377287,7.706349849700928
538,0.1,1.3294340029249652,7.705977439880371
539,0.1,1.5990252513825873,7.705251693725586
540,0.1,1.653234100759607,7.7034101486206055
541,0.1,1.2129788685315368,7.701140880584717
542,0.1,1.5244130737220596,7.699142932891846
543,0.1,1.5904148934139084,7.696796417236328
544,0.1,1.3372687673222863,7.69486141204834
545,0.1,1.2014878742788015,7.693308353424072
546,0.1,1.484773360575129,7.693517684936523
547,0.1,1.5406347866691472,7.693032741546631
548,0.1,1.4728073904677421,7.692225933074951
549,0.1,1.458979655214693,7.691071510314941
550,0.1,1.6504990884948343,7.687362194061279
551,0.1,1.6267164010506687,7.683192253112793
552,0.1,1.5742840955380735,7.6797614097595215
553,0.1,1.79874869715034,7.673843860626221
554,0.1,1.5875795368260825,7.669322967529297
555,0.1,1.655889735007533,7.665110111236572
556,0.1,1.6313658650454692,7.660641670227051
557,0.1,1.7572140038672952,7.657286643981934
558,0.1,1.7003139534613978,7.6532301902771
559,0.1,1.5379201880428455,7.650242805480957
560,0.1,1.5983910765968874,7.6476898193359375
561,0.1,1.4517168249365768,7.646580219268799
562,0.1,1.5720458202842336,7.644710063934326
563,0.1,1.3869602933016414,7.645350933074951
564,0.1,1.5405669486013815,7.645676612854004
565,0.1,1.4718969113006397,7.645273208618164
566,0.1,1.4600062770856992,7.645581245422363
567,0.1,1.427297868854566,7.643759250640869
568,0.1,1.4732284375882547,7.643012046813965
569,0.1,1.3070478990493113,7.642646312713623
570,0.1,1.5846551804678373,7.642651081085205
571,0.1,1.503694195758941,7.640804290771484
572,0.1,1.4380373999263434,7.6386189460754395
573,0.1,1.503694195758941,7.636442184448242
574,0.1,1.6198390709298776,7.633519172668457
575,0.1,1.7635518133264283,7.630179405212402
576,0.1,1.6799451311431488,7.627521991729736
577,0.1,1.5627290726796443,7.625618934631348
578,0.1,1.4217709879736136,7.625234603881836
579,0.1,1.4531626170391252,7.625218391418457
580,0.1,1.3533885584812424,7.624826908111572
581,0.1,1.3831856851737325,7.6244330406188965
582,0.1,1.299144532628288,7.624755859375
583,0.1,1.5047073092711065,7.625046253204346
584,0.1,1.4183240061775266,7.6246466636657715
585,0.1,1.5212028939672873,7.622438430786133
586,0.1,1.4383871261221584,7.620931625366211
587,0.1,1.5352122213460335,7.619088172912598
588,0.1,1.3334956953918105,7.617223262786865
589,0.1,1.4858587491946587,7.616805553436279
590,0.1,1.4537853494621626,7.6170759201049805
591,0.1,1.5406347866691474,7.61590051651001
592,0.1,1.5846912342667538,7.615065097808838
593,0.1,1.648462804841788,7.613880634307861
594,0.1,1.6813245152068987,7.61126184463501
595,0.1,1.8105568147566473,7.6079325675964355
596,0.1,1.7933920127735605,7.604241847991943
597,0.1,1.9090296249507597,7.599450588226318
598,0.1,1.889676019796155,7.593233108520508
599,0.1,1.8414600949393913,7.585953235626221
600,0.1,1.694677873339593,7.581548690795898
601,0.1,1.689473575258287,7.577859401702881
602,0.1,1.434847085110384,7.574892997741699
603,0.1,1.5720458202842336,7.575509071350098
604,0.1,1.601342291669152,7.575047016143799
605,0.1,1.6813245152068987,7.57315731048584
606,0.1,1.5298104521994542,7.571625232696533
607,0.1,1.73105363187439,7.569339275360107
608,0.1,1.5665036808075532,7.567044258117676
609,0.1,1.6192927208057457,7.565425872802734
610,0.1,1.6551524159655606,7.563085079193115
