Step,Intensity,Error,Confidence,RelError
74,0.996292760083876,0.08554601669311523,0.921195402702768,0.08586425020459154
75,0.997745487943649,0.08625594526529312,0.9205933503597745,0.08645076310222473
76,0.9988391295780247,0.07752059400081635,0.9280565082167166,0.07761061225440162
77,0.9995732475449312,0.11344967782497406,0.8981097394122131,0.11349799987706712
78,0.9999475482069696,0.10690304636955261,0.903421490508879,0.10690854700598634
79,0.999961881848866,0.10482259094715118,0.9051226940813294,0.10482648191234964
80,0.9996162427373546,0.08877616375684738,0.9184624289986997,0.08881015648924032
81,0.9989107691234715,0.0924106016755104,0.9154067147153521,0.09251127530172076
82,0.9978457431872563,0.09783446788787842,0.9108841353140406,0.09804558521219602
83,0.996421590924883,0.0728825032711029,0.9320685135148611,0.07314416988825304
84,0.9946388819782683,0.11013662070035934,0.900790030121809,0.11073014735876607
85,0.9924983294072217,0.09739506989717484,0.9112488541557776,0.09813111909641775
86,0.9900007894042313,0.10282387584447861,0.9067631032509683,0.1038623131240566
87,0.9871472609519981,0.09302040934562683,0.9148959996078055,0.09423144731665603
88,0.9839388854238567,0.10962997376918793,0.9012013226383953,0.1114193818070116
89,0.9803769461272401,0.12843309342861176,0.886184573833808,0.13100365418862944
90,0.9764628677903756,0.1018735021352768,0.9075451928575647,0.10432900335145498
91,0.9721982159924106,0.08876337856054306,0.9184732143747365,0.09130163561172423
92,0.9675846965372032,0.09097053855657578,0.9166150364821624,0.09401806876862819
93,0.9626241547710227,0.09829067438840866,0.9105057734892062,0.10210690412696397
94,0.9573185748444358,0.10009180754423141,0.9090150414194345,0.10455422637784911
95,0.9516700789186731,0.08973072469234467,0.9176578923039197,0.09428753976037636
96,0.9456809263167925,0.10342076420783997,0.9062725955840726,0.10936104553741383
97,0.9393535126199805,0.09834247082471848,0.9104628351930382,0.1046915403114727
98,0.9326903687093514,0.09837296605110168,0.9104375571034176,0.10547215225892909
99,0.9256941597536288,0.08976736664772034,0.9176270372970907,0.09697292429573864
100,0.9183676841431135,0.10533727705478668,0.904701235322976,0.11470042355927229
101,0.9107138723703645,0.09711046516895294,0.9114852439640176,0.10663103032038834
102,0.9027357858580416,0.10879398882389069,0.9018807912736886,0.12051573673325294
103,0.8944366157343766,0.1025722548365593,0.9069700381207542,0.11467793061491774
104,0.8858196815567648,0.0873679518699646,0.9196518972996064,0.09862938819222626
105,0.8768884299839863,0.09257853776216507,0.9152660110349726,0.10557606762788295
106,0.8676464333975885,0.12447640299797058,0.8893027877987447,0.1434642669437032
107,0.8580973884729811,0.09491285681724548,0.9133146932869676,0.11060836157278717
108,0.8482451147008148,0.10209903866052628,0.9073594703570236,0.12036487629128448
109,0.8380935528592367,0.0772242471575737,0.9283118186753203,0.09214264296804707
110,0.8276467634376311,0.07633192837238312,0.929081423341393,0.0922275534888644
111,0.8169089250124779,0.07801132649183273,0.9276340381824144,0.09549562822442284
112,0.8058843325759778,0.08106815069913864,0.9250110636903779,0.10059514352992104
113,0.7945773958181134,0.08850373327732086,0.9186923015772767,0.1113845200714219
114,0.7829926373628298,0.076083704829216,0.9292957374154354,0.09717027214355221
115,0.7711346909590482,0.08958566933870316,0.9177800590998274,0.11617367784817093
116,0.7590082996272263,0.09003110975027084,0.9174050089534626,0.11861660956524248
117,0.7466183137622137,0.07851261645555496,0.9272028762041001,0.1051574946004678
118,0.7339696891931585,0.08078011125326157,0.9252575890209621,0.11005904246947758
119,0.7210674852012428,0.08228705823421478,0.9239692855900276,0.11411822860521953
120,0.7079168624960358,0.07261168956756592,0.9323038427850436,0.10257078315773184
121,0.6945230811512807,0.060861341655254364,0.9426302578239935,0.0876302828180807
122,0.6808914985009337,0.0659804418683052,0.9381035155272983,0.09690287675891428
123,0.667027566996303,0.06057191640138626,0.9428874973354828,0.0908085791200034
124,0.6529368320251405,0.06129252538084984,0.9422472844055368,0.09387191609153052
125,0.6386249296935608,0.06564661860466003,0.9383973847816299,0.10279353773837527
126,0.6240975845716736,0.06539800018072128,0.9386163666820964,0.10478793222324757
127,0.6093606074038325,0.059057898819446564,0.944235438982817,0.09691765628468298
128,0.594419892784414,0.0594005212187767,0.9439300623050101,0.09993006965238052
129,0.5792814168000591,0.05263153836131096,0.9500000366289183,0.09085644037332637
130,0.5639512346393177,0.061510492116212845,0.942053806747038,0.10907039344485016
131,0.5484354781706547,0.04970264807343483,0.9526507357443974,0.09062607986839463
132,0.5327403534897834,0.05744955316185951,0.9456715897320296,0.10783760784765367
133,0.5168721384373107,0.0581686869263649,0.9450289092419414,0.11253958196053541
134,0.5008371800876841,0.04661564156413078,0.9554605915362918,0.09307525547666826
135,0.48464189221044685,0.050993070006370544,0.9514810597123524,0.10521782290831119
136,0.46829275270481563,0.04820123314857483,0.9540152867366999,0.10292948148500713
137,0.451796301008607,0.048887453973293304,0.9533911347799017,0.10820660916777361
138,0.43515913548255014,0.04583115130662918,0.9561772937731209,0.10532019725521712
139,0.41838791077102877,0.05314846709370613,0.9495337374032591,0.12703125184594732
140,0.4014893351403146,0.04931415989995003,0.9530034361638158,0.12282776341979815
141,0.3844701677953485,0.05584915354847908,0.947104988093439,0.14526226730792782
142,0.36733721617614923,0.051370199769735336,0.9511397604944613,0.13984441995847732
143,0.3500973332349281,0.05565226823091507,0.9472816287088756,0.15896182000264045
144,0.33275741469499975,0.06094101071357727,0.9425594730544076,0.1831389020453012
145,0.3153243962925842,0.05410908907651901,0.9486684161656146,0.1715976249065339
146,0.29780525100260524,0.061591435223817825,0.9419819780188483,0.20681713367822835
147,0.2802069862495935,0.0721341148018837,0.9327191311180195,0.257430617047548
148,0.2625366411048096,0.08549223840236664,0.9212410412734092,0.3256380229615785
149,0.2448012834707102,0.07456475496292114,0.930609342416508,0.3045917460645034
150,0.2270080072538805,0.0655374825000763,0.9384934987492835,0.2886999211744097
151,0.2091639295275668,0.06708972901105881,0.9371283152793203,0.32075037226647857
152,0.19127618768494167,0.06061618775129318,0.9428481401176697,0.31690233678642277
153,0.17335193658424222,0.06728458404541016,0.9369572229832307,0.3881363960206851
154,0.15539834568692185,0.06538120657205582,0.9386311620960306,0.42073025650814044
155,0.13742259618996144,0.07016318291425705,0.9344369307088388,0.5105613945458833
156,0.11943187815348637,0.08288417011499405,0.923459800777961,0.6939811833763011
157,0.10143338762483815,0.07802702486515045,0.9276205298518274,0.7692364166848289
158,0.11656567623974844,0.0739455595612526,0.9311458957086595,0.6343627694176088
159,0.13455811405471185,0.07323688268661499,0.9317607474472156,0.5442729257033961
160,0.15253672908482208,0.0608096644282341,0.9426761779541197,0.3986532695423799
161,0.1704943301237788,0.07291136682033539,0.9320434389315732,0.4276443628538218
162,0.1884237343705978,0.06614434719085693,0.9379592947567201,0.35103855877415124
163,0.20631777030263565,0.07417905330657959,0.9309434930068328,0.3595361352618142
164,0.22416928054410418,0.06931314617395401,0.9351797493353942,0.30919864134406105
165,0.2419711247289234,0.07959548383951187,0.9262728632798317,0.3289448482079542
166,0.25971618235677413,0.07235854864120483,0.932523922401802,0.2786051657599062
167,0.2773973556412028,0.07654692232608795,0.9288958792797498,0.27594584023092245
168,0.29500757234864167,0.07587464898824692,0.9294763111487017,0.2571947261877466
169,0.3125397886272073,0.07614690810441971,0.9292411588687749,0.2436383053837056
170,0.32998699182414815,0.0671582967042923,0.9370681023502347,0.20351739568778374
171,0.34734220329081167,0.058696597814559937,0.9445576778694427,0.1689873222174912
172,0.36459848117401084,0.07200354337692261,0.9328327375205272,0.1974866863361163
173,0.3817489231926732,0.06399566680192947,0.9398534516646272,0.1676376677871136
174,0.3987866693986607,0.04936295375227928,0.9529591228890169,0.12378254780724438
175,0.4157049049206578,0.06146036833524704,0.9420982919676605,0.14784579099730963
176,0.4324968626900294,0.07385308295488358,0.931226082853285,0.17075941715766113
177,0.44915582614755734,0.06162072718143463,0.9419559871018763,0.13719200865755282
178,0.4656751319299751,0.06359672546386719,0.9402059785054991,0.13656857438729625
179,0.48204817253522436,0.06188638508319855,0.9417203328411168,0.12838189257274657
180,0.49826839896536723,0.050441667437553406,0.9519805154334741,0.10123372525443693
181,0.5143293233460985,0.06603439152240753,0.938056040173241,0.12838906929073335
182,0.5302245215218085,0.055855315178632736,0.9470994610950242,0.10534256257284923
183,0.5459476356251605,0.05581451207399368,0.9471360627878147,0.10223399864362885
184,0.5614923766201514,0.06439173966646194,0.939503720982803,0.11467942872997193
185,0.5768525268176441,0.06338785588741302,0.9403906528211055,0.10988553062526615
186,0.5920219423623585,0.059978414326906204,0.9434154379785243,0.10131096286163065
187,0.606994555690333,0.055493615567684174,0.9474240158829974,0.09142342978866058
188,0.6217643779558685,0.06669838726520538,0.9374721213967462,0.10727259771923081
189,0.6363255014269875,0.07077471166849136,0.9339032656475333,0.111223894509778
190,0.650672101848447,0.061135563999414444,0.9423866600333375,0.09395741705894885
191,0.664798440771364,0.06243838742375374,0.9412310509834297,0.09392063770587222
192,0.678698867848518,0.072848379611969,0.932098159445124,0.10733519050607557
193,0.6923678230944145,0.06788893789052963,0.9364269677475683,0.09805314108037472
194,0.7057998391092055,0.0781327486038208,0.9275295656263085,0.11070084402624471
195,0.7189895432655764,0.08509213477373123,0.9215807284498703,0.1183494491975542
196,0.7319316598577249,0.09958862513303757,0.9094310155118343,0.1360625513724116
197,0.7446210122115735,0.0806172713637352,0.9253970175194438,0.10826603302297888
198,0.7570525247553695,0.08921466767787933,0.9180926677492527,0.11784459719239496
199,0.7692212250498471,0.07809580117464066,0.927561352998916,0.10152566921682468
200,0.7811222457771354,0.09494198113679886,0.9132904000646431,0.12154545604687718
201,0.7927508266876214,0.10565675050020218,0.904439826869955,0.13327846993638717
202,0.8041023165039876,0.11094903200864792,0.9001313032263534,0.13797857779149916
203,0.8151721747816572,0.11251188069581985,0.8988668052466555,0.1380220598230014
204,0.8259559737249165,0.09687398374080658,0.9116817563578041,0.11728696145505309
205,0.8364493999579692,0.1062832698225975,0.9039276171647782,0.1270646410449898
206,0.8466482562502338,0.10241542756557465,0.9070990617468634,0.12096559089789712
207,0.8565484631951751,0.09237848222255707,0.9154336306271765,0.10784955941476963
208,0.8661460608420171,0.08269985020160675,0.92361701150489,0.0954801487419594
209,0.8754372102796665,0.09776973724365234,0.9109378461378079,0.11168091145167051
210,0.8844181951722294,0.09822361171245575,0.9105613732350044,0.11106001797408745
211,0.8930854232454928,0.1021992564201355,0.9072769684566189,0.11443378127812254
212,0.9014354277237896,0.09863998740911484,0.9102162778165993,0.10942533979705028
213,0.9094648687166599,0.10286781936883926,0.9067269734756523,0.11310794929995034
214,0.9171705345547648,0.10763198882341385,0.902826940798499,0.11735208166448724
215,0.9245493430745094,0.10643580555915833,0.9038029996639805,0.11512169819245924
216,0.9315983428508691,0.09715171158313751,0.9114509775107107,0.10428486487102386
217,0.9383147143779182,0.11393418908119202,0.8977191020816333,0.12142415109900165
218,0.9446957711965971,0.10451193153858185,0.9053772724817947,0.11063013521915836
219,0.950738960969257,0.09485887736082077,0.9133597221319701,0.09977373546402149
220,0.9564418665005645,0.09094041585922241,0.9166403457629737,0.09508191136597152
221,0.961802206704344,0.11637027561664581,0.8957601450357797,0.12099177337471463
222,0.966817837515985,0.08557908982038498,0.9211673376699394,0.088516158870322
223,0.9714867527500365,0.09961290657520294,0.9094109336298606,0.1025364512246541
224,0.9758070849026564,0.11502501368522644,0.8968408669998696,0.11787667622850345
225,0.9797771058985874,0.10496199131011963,0.9050085051471595,0.1071283290351293
226,0.9833952277823638,0.11951372027397156,0.8932449704638513,0.12153160333295608
227,0.9866600033534735,0.12044410407543182,0.8925032461348709,0.1220724277802256
228,0.9895701267452174,0.0901528149843216,0.9173025893754004,0.09110291574577542
229,0.9921244339470403,0.10528700053691864,0.9047423877366032,0.10612267051561029
230,0.9943219032701179,0.1026814728975296,0.9068802048267736,0.10326773381145293
231,0.9961616557560208,0.08146339654922485,0.9246729969695124,0.0817772038316369
232,0.997642955528284,0.09098143130540848,0.916605884669783,0.09119629382932605
233,0.998765210086749,0.11711836606264114,0.895160289526496,0.1172630440235545
234,0.9995279705445557,0.08663744479417801,0.9202701460277875,0.08667827281382036
235,0.9999309318076908,0.11233337968587875,0.8990110503403201,0.11234102653647725
236,0.9999739326970221,0.08959855139255524,0.9177692084134618,0.0896007974428918
237,0.9996569560127669,0.09256982803344727,0.9152733073362763,0.09260150182035366
238,0.9989801285413727,0.09085647761821747,0.916710878578093,0.09094914310431305
239,0.997943721004804,0.10043752193450928,0.9087294644788687,0.10064437420279292
240,0.9965481479522567,0.09064735472202301,0.9168866505478972,0.09096124853278767
241,0.9947939675943442,0.10297298431396484,0.9066405199597769,0.10351176641250862
242,0.9926818815798214,0.1020822674036026,0.9073732783632402,0.10283472123659683
243,0.9902127347149328,0.11371944099664688,0.8978922008446926,0.11484332827334995
244,0.9873875146255033,0.09021088480949402,0.9172537294697276,0.09136310932653414
245,0.9842073513618992,0.09124374389648438,0.9163855514344742,0.0927077521443765
246,0.9806735169470246,0.1027810350060463,0.9067983291846483,0.10480647067899537
247,0.9767874248675281,0.09615279734134674,0.9122815746357993,0.09843769120665713
248,0.9725506295084279,0.09063304960727692,0.9168986767456637,0.09319099043933227
249,0.9679648255313774,0.09841267764568329,0.9104046414899187,0.10166957866684846
250,0.9630318471968246,0.08790994435548782,0.9191937303160066,0.09128447135668759
251,0.9577536676303309,0.09818410128355026,0.9105941333800104,0.10251487630592979
252,0.952132398033348,0.0836823433637619,0.9227796375236575,0.08788930578069162
253,0.9461702868387658,0.09145838767290115,0.9162053370922371,0.09666155477880857
254,0.9398697188115678,0.08579614013433456,0.920983196602891,0.09128504422695564
255,0.9332332140949592,0.08843392133712769,0.9187512263229652,0.09476069351238904
256,0.9262634272023402,0.09614431858062744,0.9122886312040347,0.10379791748131653
257,0.9189631459555395,0.10063760727643967,0.90856426619342,0.10951200622935796
258,0.9113352903697194,0.07674095779657364,0.9287284864192265,0.08420706890256796
259,0.9033829114854112,0.07811923325061798,0.927541193180385,0.08647401426727704
260,0.8951091901481378,0.06955809146165848,0.9349655787591674,0.07770897061304467
261,0.8865174357361202,0.08237476646900177,0.9238944134500378,0.0929194060139335
262,0.8776110848365669,0.0904364362359047,0.917064000036459,0.10304830322926352
263,0.868393699871089,0.0868178978562355,0.9201173462201119,0.09997515861062187
264,0.858868967670775,0.09094779193401337,0.91663414820907,0.10589238808833956
265,0.8490406980015112,0.09897281229496002,0.9099406180137638,0.11657002539206722
266,0.8389128220401223,0.09619949758052826,0.9122427096592778,0.1146714895536998
267,0.8284893908019575,0.0936666950583458,0.9143553557207401,0.11305706873398837
268,0.817774573520534,0.08887714147567749,0.9183772547973331,0.10868158007344277
269,0.8067726559799026,0.07964416593313217,0.9262310968315232,0.09871934382438012
270,0.7954880388003884,0.08803969621658325,0.919084113821654,0.11067367609407751
271,0.7839252356784049,0.09141305834054947,0.9162433895746681,0.1166092601320342
272,0.772088871581031,0.07468684762716293,0.9305036180613296,0.09673336016469752
273,0.7599836808960908,0.08270467072725296,0.9236128992851761,0.10882412870445843
274,0.7476145055384568,0.09857095777988434,0.9102734720212451,0.1318471287040661
275,0.7349862930133527,0.0945751816034317,0.9135964498437745,0.12867594107060776
276,0.7221040944374144,0.09888379275798798,0.9100143314428102,0.13693822896378738
277,0.7089730625183112,0.0771903544664383,0.9283410270558236,0.10887613320049298
278,0.6955984494937338,0.0733196958899498,0.9316888563857423,0.1054050516332536
279,0.681985605030565,0.07205942273139954,0.932784115130665,0.10566105287092845
280,0.6681399740850894,0.07700902223587036,0.9284973285776198,0.1152586433444255
281,0.6540670947250777,0.07346886396408081,0.9315593899083605,0.11232601705631541
282,0.6397725959146394,0.06984956562519073,0.934710852937186,0.10917856890503852
283,0.6252621952627065,0.07050268352031708,0.9341405821716663,0.11275681033919664
284,0.6105416967360717,0.06185730919241905,0.9417461191283188,0.10131528805946723
285,0.5956169883378738,0.07511986792087555,0.9301288440830822,0.1261208851843182
286,0.5804940397524798,0.06413818895816803,0.9397275752118607,0.11048878037875437
287,0.5651788999576859,0.0659639835357666,0.9381179997123671,0.11671325102096733
288,0.5496776948052122,0.08651451021432877,0.920374270752019,0.1573910559604036
289,0.5339966245704384,0.08235648274421692,0.9239100203516964,0.15422630917219268
290,0.5181419614723817,0.07130543887615204,0.9334406077962653,0.13761730676322773
291,0.502120047164887,0.07858268916606903,0.9271426382460978,0.1565014842731019
292,0.48593729020005627,0.062439218163490295,0.941230315018471,0.12849207280575617
293,0.46960016346490674,0.060613345354795456,0.9428506669086658,0.12907409536119066
294,0.45311520159230845,0.06773484498262405,0.9365621106205199,0.14948669843319468
295,0.43648899834721244,0.07077351957559586,0.9339043053626811,0.1621423625823793
296,0.4197282039892384,0.06334305554628372,0.9404302729811483,0.15091410114962553
297,0.40283952261265377,0.06179458275437355,0.9418017535990117,0.1533971367964671
298,0.3858297094648314,0.05185924097895622,0.9506975468212921,0.13440931399910563
299,0.3687055682442343,0.04505972936749458,0.9568831061983737,0.12221027030266152
300,0.35147394837903334,0.040684279054403305,0.960906223075292,0.11575299816398027
301,0.334141742287422,0.04816482216119766,0.9540484271720862,0.14414445105549348
302,0.3167158826207433,0.05750175565481186,0.9456249076208801,0.18155570103810373
303,0.2992033394905236,0.0665094330906868,0.9376382139462696,0.22228766201699188
304,0.28161111768051605,0.059795718640089035,0.9435780711429766,0.21233361381105845
305,0.2639462538448863,0.056590065360069275,0.9464408504155448,0.2143991442825373
306,0.2462158136936388,0.05236683040857315,0.9502389956663285,0.2126858422988604
307,0.22842688916643272,0.0427822545170784,0.9589729741451237,0.1872899787902309
308,0.21058659559589504,0.035638477653265,0.9655879166115756,0.16923350851895902
309,0.19270206886158808,0.0307171568274498,0.9701982676586104,0.15940149271578474
310,0.17478046253574675,0.03308774158358574,0.9679719928407372,0.18930921565448366
311,0.1568289450219515,0.03200998529791832,0.9689828724974229,0.20410633500788308
312,0.13885469668785583,0.03527121990919113,0.9659304545215842,0.25401348846695115
313,0.12086490699314151,0.032016947865486145,0.9689763351932286,0.26489643491694426
314,0.1028667716138242,0.03584397956728935,0.9653963528539667,0.34844712785119136
315,0.11513251043591474,0.033172041177749634,0.9678930131133479,0.2881180383726226
316,0.13312573968324423,0.04353320598602295,0.9582828742427139,0.3270057246921535
317,0.15110571907637024,0.03240647166967392,0.9686107433855349,0.21446082522177914
318,0.16906525686326704,0.034303564578294754,0.9668341425543854,0.2029001245709124
319,0.18699716946827552,0.04132125899195671,0.9603184333027471,0.2209714624985509
320,0.20489428436544427,0.04221683740615845,0.9594932303039485,0.2060410396310631
321,0.22274944294743787,0.03563955798745155,0.9655869093522175,0.15999769749441697
322,0.24055550338889073,0.03389126807451248,0.9672196979304888,0.14088693341091202
323,0.2583053435030356,0.037834081798791885,0.9635451538330508,0.14646981288071723
324,0.2759918635904898,0.03906234726309776,0.9624061565064036,0.14153390328619997
325,0.293607989279034,0.03621084243059158,0.9650545613423099,0.12333015593122144
326,0.3111466743532719,0.039282649755477905,0.9622021499495634,0.12625082233742502
327,0.32860090357302085,0.04187443107366562,0.9598085625054514,0.12743210133096633
328,0.34596369547931116,0.04608859494328499,0.9559419774136972,0.13321762464644635
329,0.36322810518688275,0.04518624767661095,0.9567672768589738,0.12440150591281074
330,0.3803872271620401,0.0414830781519413,0.9601692250002267,0.10905457947905967
331,0.39743419798477986,0.05180389806628227,0.950747569806955,0.13034552130500066
332,0.41436219909406136,0.055883415043354034,0.9470742562605177,0.13486577757275298
333,0.43116445951514626,0.05865307152271271,0.9445965131538804,0.13603378987887668
334,0.4478342585678914,0.054219089448451996,0.9485694292665309,0.12106927360261081
335,0.4643649285549385,0.05510769039392471,0.947770553758972,0.11867298396636135
336,0.48074985742869714,0.055398911237716675,0.9475090312792271,0.11523413922549935
337,0.4969824914360821,0.0523991733789444,0.9502097923445663,0.10543443450713402
338,0.5130563377399213,0.05527898669242859,0.9476167085770465,0.1077442668219874
339,0.5289649670160096,0.06043129414319992,0.9430125322810029,0.11424420078309294
340,0.5447020160247473,0.05317401885986328,0.9495107001239662,0.09762020274447579
341,0.5602611901563571,0.07050503045320511,0.9341385341988011,0.1258429208537679
342,0.5756362659486377,0.06854688376188278,0.9358503732465538,0.1190799967561499
343,0.5908210935762718,0.07171217352151871,0.9330863497744165,0.1213769327538884
344,0.6058095993106687,0.07664978504180908,0.9288071329166405,0.12652433801756896
345,0.6205957879493801,0.06398951262235641,0.9398588878337297,0.10310964198476615
346,0.6351737452140958,0.07374469190835953,0.9313200871081434,0.11610142321307612
347,0.6495376401162812,0.08193307369947433,0.9242715878725114,0.1261404151180391
348,0.6636817272894903,0.07611163705587387,0.9292716160340881,0.11468075622024573
349,0.6776003492874404,0.08630818873643875,0.9205490765591762,0.12737310636585905
350,0.6912879388469102,0.06595799326896667,0.9381232715684286,0.09541306038975034
351,0.7047390211145753,0.07237407565116882,0.9325104202959945,0.10269613401081755
352,0.7179482158368746,0.07221584022045135,0.9326480382852733,0.10058627912320128
353,0.7309102395120384,0.07209230214357376,0.9327555080850499,0.09863345676788758
354,0.7436199075034221,0.09225724637508392,0.9155352398152893,0.12406489038187694
355,0.7560721361132884,0.08902091532945633,0.9182560095252852,0.11774114312152684
356,0.7682619446162215,0.10848429799079895,0.9021327607549932,0.1412072503965309
357,0.7801844572513483,0.09910561144351959,0.9098306746761502,0.12702827324246221
358,0.7918349051725803,0.10001207888126373,0.9090809266540253,0.1263040463661043
359,0.803208628356085,0.09229610860347748,0.9155026664688205,0.11490911630675829
360,0.8143010774642377,0.07563157379627228,0.929686357635131,0.0928790136846898
361,0.8251078156652919,0.11096274852752686,0.9001201897411977,0.1344825632944628
362,0.8356245204080556,0.0889061987400055,0.9183527480669312,0.10639478638300863
363,0.8458469851508518,0.10411036759614944,0.9057065573772152,0.12308401677824178
364,0.8557711210440819,0.08623648434877396,0.9206098436285954,0.10077038294208675
365,0.865392958565708,0.09790819883346558,0.9108229641262414,0.11313714160396644
366,0.8747086491090116,0.08853362500667572,0.9186670737836575,0.1012148718112999
367,0.883714466521982,0.08520796149969101,0.9214823660324618,0.09642013151024952
368,0.8924068085977309,0.10301519930362701,0.906605820691624,0.11543511644692812
