Step,PruneCount,ExpandCount,AvgUsage,AvgSurprise
129,0,0,0.6578317880630493,-0.0608636699616909
130,0,0,0.6572626233100891,-0.06304643303155899
131,0,0,0.6569559574127197,-0.06280190497636795
132,0,0,0.6566727161407471,-0.06332698464393616
133,0,0,0.656517505645752,-0.06402766704559326
134,0,0,0.6565472483634949,-0.06575243175029755
135,0,0,0.6565042734146118,-0.06517255306243896
136,0,0,0.6566571593284607,-0.06328505277633667
137,0,0,0.6563191413879395,-0.05941424518823624
138,0,0,0.6562190055847168,-0.05935034900903702
139,0,0,0.6560137867927551,-0.05794330686330795
140,0,0,0.6557084918022156,-0.05957798659801483
141,0,0,0.6557906270027161,-0.059334754943847656
142,0,0,0.6560973525047302,-0.058466486632823944
143,0,0,0.6564992666244507,-0.05521225929260254
144,0,0,0.6569485068321228,-0.051535751670598984
145,0,0,0.6573081612586975,-0.05235476791858673
146,0,0,0.657635509967804,-0.051727451384067535
147,0,0,0.6577538251876831,-0.04955189302563667
148,0,0,0.657993495464325,-0.049598854035139084
149,0,0,0.658347487449646,-0.04981968551874161
150,0,0,0.6587838530540466,-0.04727873578667641
151,0,0,0.6593120098114014,-0.047754932194948196
152,0,0,0.6598641276359558,-0.04415049031376839
153,0,0,0.6602563261985779,-0.044258084148168564
154,0,0,0.6603963375091553,-0.04415211081504822
155,0,0,0.6604128479957581,-0.04325174167752266
156,0,0,0.6601097583770752,-0.04122154042124748
157,0,0,0.659817099571228,-0.04077935591340065
158,0,0,0.6594030261039734,-0.037192452698946
159,0,0,0.6589766144752502,-0.03781060874462128
160,0,0,0.6588782072067261,-0.03680076077580452
161,0,0,0.6590909957885742,-0.03746282681822777
162,0,0,0.6592804789543152,-0.03729083389043808
163,0,0,0.6595079302787781,-0.03848544508218765
164,0,0,0.6596047282218933,-0.038738708943128586
165,0,0,0.6594858765602112,-0.03702579066157341
166,0,0,0.6588535904884338,-0.03755195438861847
167,0,0,0.6585263013839722,-0.038359127938747406
168,0,0,0.658233642578125,-0.04133600741624832
169,0,0,0.6579105854034424,-0.043551456183195114
170,0,0,0.6577874422073364,-0.044390276074409485
171,0,0,0.6576087474822998,-0.04603692889213562
172,0,0,0.6576555967330933,-0.047583553940057755
173,0,0,0.6576374769210815,-0.04903453215956688
174,0,0,0.6576294898986816,-0.04980272799730301
175,0,0,0.6574633121490479,-0.05119305104017258
176,0,0,0.6573683619499207,-0.05120498314499855
177,0,0,0.6572595834732056,-0.052519578486680984
178,0,0,0.6569874286651611,-0.05541904270648956
179,0,0,0.6569877862930298,-0.05524436756968498
180,0,0,0.6572983264923096,-0.05480070412158966
181,0,0,0.6576715707778931,-0.05585161969065666
182,0,0,0.6582375764846802,-0.05779040977358818
183,0,0,0.6587371826171875,-0.05799008905887604
184,0,0,0.6589566469192505,-0.05699780210852623
185,0,0,0.6589799523353577,-0.057103220373392105
186,0,0,0.6589912176132202,-0.06008152663707733
187,0,0,0.658912181854248,-0.06094703450798988
188,0,0,0.6590484380722046,-0.06005250662565231
189,0,0,0.659238874912262,-0.06028757244348526
190,0,0,0.65945965051651,-0.061344414949417114
191,0,0,0.6594828367233276,-0.06295491009950638
192,0,0,0.6593749523162842,-0.061391934752464294
193,0,0,0.6591473817825317,-0.06292762607336044
194,0,0,0.6590103507041931,-0.06361841410398483
195,0,0,0.6585949659347534,-0.0615488663315773
196,0,0,0.6585226058959961,-0.06210056319832802
197,0,0,0.658378005027771,-0.059457700699567795
198,0,0,0.6582641005516052,-0.059731364250183105
199,0,0,0.6582035422325134,-0.05622997507452965
200,0,0,0.6585438251495361,-0.05432119965553284
201,0,0,0.6587589979171753,-0.05250689014792442
202,0,0,0.6590408682823181,-0.05221526324748993
203,0,0,0.6592666506767273,-0.05142979323863983
204,0,0,0.6592093110084534,-0.05088410899043083
205,0,0,0.6594555974006653,-0.04947790130972862
206,0,0,0.6593828797340393,-0.04993574693799019
207,0,0,0.6593009233474731,-0.050156839191913605
208,0,0,0.6593977808952332,-0.05065799131989479
209,0,0,0.6594587564468384,-0.052150655537843704
210,0,0,0.6593636274337769,-0.05379617214202881
211,0,0,0.6593911647796631,-0.05515240132808685
212,0,0,0.6594592332839966,-0.05655049905180931
213,0,0,0.6592098474502563,-0.05791901797056198
214,0,0,0.6592653393745422,-0.05679873377084732
215,0,0,0.6592639088630676,-0.05618945509195328
216,0,0,0.6592721939086914,-0.056451499462127686
217,0,0,0.6587599515914917,-0.05598225072026253
218,0,0,0.6577961444854736,-0.056772034615278244
219,0,0,0.6573774218559265,-0.05608389526605606
220,0,0,0.6571630239486694,-0.054750192910432816
221,0,0,0.657285749912262,-0.055219314992427826
222,0,0,0.6572692394256592,-0.05674181133508682
223,0,0,0.657453179359436,-0.05830701068043709
224,0,0,0.6575727462768555,-0.05750102549791336
225,0,0,0.6577953696250916,-0.05678549408912659
226,0,0,0.6577591896057129,-0.05528394132852554
227,0,0,0.6575582027435303,-0.053565625101327896
228,0,0,0.6575324535369873,-0.052796244621276855
229,0,0,0.6576789021492004,-0.051121246069669724
230,0,0,0.6579327583312988,-0.050062570720911026
231,0,0,0.6581314206123352,-0.04915786162018776
232,0,0,0.6581010222434998,-0.04934506490826607
233,0,0,0.6582996249198914,-0.05005767196416855
234,0,0,0.6585702896118164,-0.04934411495923996
235,0,0,0.6587778925895691,-0.04939594492316246
236,0,0,0.6591431498527527,-0.046837277710437775
237,0,0,0.659233033657074,-0.04504215717315674
238,0,0,0.6591172814369202,-0.04538310319185257
239,0,0,0.6592065095901489,-0.04289095476269722
240,0,0,0.6594035625457764,-0.045523978769779205
241,0,0,0.6595398187637329,-0.04488293081521988
242,0,0,0.65960693359375,-0.04718949645757675
243,0,0,0.6594101190567017,-0.04730861261487007
244,0,0,0.6592096090316772,-0.048527512699365616
245,0,0,0.6591029167175293,-0.050873007625341415
246,0,0,0.6589608788490295,-0.049358125776052475
247,0,0,0.6590567827224731,-0.04538322985172272
248,0,0,0.6591746211051941,-0.04431452229619026
249,0,0,0.6590602397918701,-0.045486025512218475
250,0,0,0.6587634682655334,-0.04416307061910629
251,0,0,0.6583993434906006,-0.04480478912591934
252,0,0,0.6582564115524292,-0.044471435248851776
253,0,0,0.658333957195282,-0.0435062050819397
254,0,0,0.6585894227027893,-0.04258322715759277
255,0,0,0.6585397720336914,-0.043622422963380814
256,0,0,0.6586039662361145,-0.04479924961924553
257,0,0,0.6588929295539856,-0.04518149048089981
258,0,0,0.6592669486999512,-0.047551751136779785
259,0,0,0.6593294143676758,-0.04887803643941879
260,0,0,0.6597994565963745,-0.05154808983206749
261,0,0,0.6606341600418091,-0.05368766561150551
262,0,0,0.6613216996192932,-0.05520454794168472
263,0,0,0.6616941690444946,-0.0556611493229866
264,0,0,0.6615995764732361,-0.058254554867744446
265,0,0,0.6617181301116943,-0.05846576392650604
266,0,0,0.6614751219749451,-0.05941310152411461
267,0,0,0.6613829135894775,-0.057971157133579254
268,0,0,0.6613588929176331,-0.059645555913448334
269,0,0,0.6613441705703735,-0.06098052114248276
270,0,0,0.6612201929092407,-0.05987619236111641
271,0,0,0.6613872051239014,-0.05949557572603226
272,0,0,0.661492645740509,-0.060912080109119415
273,0,0,0.661434531211853,-0.06097792088985443
274,0,0,0.6615211367607117,-0.05995909869670868
275,0,0,0.6614612936973572,-0.05778350681066513
276,0,0,0.6615498065948486,-0.05680850148200989
277,0,0,0.6619663238525391,-0.05743836611509323
278,0,0,0.6622522473335266,-0.05943726748228073
279,0,0,0.6620672941207886,-0.05914825201034546
280,0,0,0.6616338491439819,-0.05862659215927124
281,0,0,0.6610580682754517,-0.05621844157576561
282,0,0,0.6606531143188477,-0.055444080382585526
283,0,0,0.6604419946670532,-0.053647711873054504
284,0,0,0.6600621938705444,-0.05127517879009247
285,0,0,0.6597395539283752,-0.04873150214552879
286,0,0,0.6596526503562927,-0.048523467034101486
287,0,0,0.6594692468643188,-0.045880772173404694
288,0,0,0.6594558358192444,-0.04720884561538696
289,0,0,0.6590408086776733,-0.04742027819156647
290,0,0,0.6587103605270386,-0.047673262655735016
291,0,0,0.6587413549423218,-0.04575708508491516
292,0,0,0.6585907936096191,-0.046277035027742386
293,0,0,0.6582522392272949,-0.04692113399505615
294,0,0,0.658124566078186,-0.046255819499492645
295,0,0,0.6580235958099365,-0.04611280560493469
296,0,0,0.6578682065010071,-0.04855005443096161
297,0,0,0.6582237482070923,-0.048613958060741425
298,0,0,0.6586594581604004,-0.04970195144414902
299,0,0,0.658769965171814,-0.05071422830224037
300,0,0,0.6584224700927734,-0.05306467413902283
301,0,0,0.6584305763244629,-0.0553857758641243
302,0,0,0.6587782502174377,-0.055171526968479156
303,0,0,0.6589043140411377,-0.05697367340326309
304,0,0,0.6591532230377197,-0.05713570863008499
305,0,0,0.6593639850616455,-0.05685378238558769
306,0,0,0.6593230962753296,-0.05836768448352814
307,0,0,0.6598069071769714,-0.059756748378276825
308,0,0,0.6601736545562744,-0.06138210743665695
309,0,0,0.6603648066520691,-0.061860159039497375
310,0,0,0.6605393290519714,-0.0630471333861351
311,0,0,0.6608160734176636,-0.06254906207323074
312,0,0,0.6608633399009705,-0.06409937143325806
313,0,0,0.6608964204788208,-0.0667317733168602
314,0,0,0.6608352661132812,-0.06849068403244019
315,0,0,0.6605291366577148,-0.06814546883106232
316,0,0,0.6602475643157959,-0.06812269240617752
317,0,0,0.6596637964248657,-0.0644000768661499
318,0,0,0.6595281362533569,-0.06261802464723587
319,0,0,0.6597582101821899,-0.06177235022187233
320,0,0,0.6602660417556763,-0.05997177213430405
321,0,0,0.6606171727180481,-0.0604996383190155
322,0,0,0.6607612371444702,-0.060489408671855927
323,0,0,0.6611838340759277,-0.06078504025936127
324,0,0,0.6614265441894531,-0.05953937768936157
325,0,0,0.6614711284637451,-0.06128011643886566
326,0,0,0.6616851687431335,-0.06271157413721085
327,0,0,0.6615734100341797,-0.059747666120529175
328,0,0,0.6613420844078064,-0.05780421942472458
329,0,0,0.6613436937332153,-0.05609869956970215
330,0,0,0.6613097190856934,-0.05711615830659866
331,0,0,0.6610994338989258,-0.05542254075407982
332,0,0,0.661069929599762,-0.05734928324818611
333,0,0,0.6606010794639587,-0.056387223303318024
334,0,0,0.6601766347885132,-0.057858578860759735
335,0,0,0.6597768068313599,-0.055978093296289444
336,0,0,0.6596708297729492,-0.05349668115377426
337,0,0,0.6596809029579163,-0.04954534024000168
338,0,0,0.6597281694412231,-0.04645427316427231
339,0,0,0.6600517630577087,-0.04722310230135918
340,0,0,0.6602163910865784,-0.04897007346153259
341,0,0,0.6603227853775024,-0.04797203466296196
342,0,0,0.6601937413215637,-0.04767988622188568
343,0,0,0.660012423992157,-0.047566283494234085
344,0,0,0.6600400805473328,-0.044227056205272675
345,0,0,0.6602323055267334,-0.04363030940294266
346,0,0,0.6603898406028748,-0.04498516023159027
347,0,0,0.6606584787368774,-0.0463254451751709
348,0,0,0.6607162952423096,-0.04885111004114151
349,0,0,0.6608877182006836,-0.049150556325912476
350,0,0,0.6609635949134827,-0.048817962408065796
351,0,0,0.6608619093894958,-0.04478277638554573
352,0,0,0.660895586013794,-0.045207519084215164
353,0,0,0.6605830192565918,-0.04588901996612549
354,0,0,0.6599261164665222,-0.045992087572813034
355,0,0,0.6589483022689819,-0.0483194924890995
356,0,0,0.65770423412323,-0.04967009276151657
357,0,0,0.6562708020210266,-0.05093880742788315
358,0,0,0.6551051139831543,-0.05310646444559097
359,0,0,0.653719961643219,-0.05464351549744606
360,0,0,0.6522892117500305,-0.056246206164360046
361,0,0,0.6505253911018372,-0.05619106441736221
362,0,0,0.6485673189163208,-0.05814487114548683
363,0,0,0.6466852426528931,-0.0602920725941658
364,0,0,0.6448832750320435,-0.06451449543237686
365,0,0,0.6430565118789673,-0.06702868640422821
366,0,0,0.6410372853279114,-0.07049621641635895
367,0,0,0.6387355327606201,-0.07362142950296402
368,0,0,0.6365361213684082,-0.07547646015882492
369,0,0,0.6343903541564941,-0.07581955194473267
370,0,0,0.6324144601821899,-0.07505082339048386
371,0,0,0.63081294298172,-0.07538633048534393
372,0,0,0.6294472813606262,-0.07708990573883057
373,0,0,0.6282336711883545,-0.08079855144023895
374,0,0,0.6265894174575806,-0.07853920757770538
375,0,0,0.6248337030410767,-0.08021139353513718
376,0,0,0.623420000076294,-0.08117703348398209
377,0,0,0.6221886873245239,-0.08165929466485977
378,0,0,0.6211073994636536,-0.08111201971769333
379,0,0,0.6201538443565369,-0.07900268584489822
380,0,0,0.6193827986717224,-0.0788394957780838
381,0,0,0.6187649965286255,-0.07718512415885925
382,0,0,0.6180468797683716,-0.07299206405878067
383,0,0,0.6170185208320618,-0.06979479640722275
384,0,0,0.6158163547515869,-0.06643441319465637
385,0,0,0.6145479083061218,-0.06290238350629807
386,0,0,0.6139059066772461,-0.05830106884241104
387,0,0,0.6132976412773132,-0.055308748036623
388,0,0,0.6126171946525574,-0.05146362632513046
389,0,0,0.611940324306488,-0.04770638048648834
390,0,0,0.611393928527832,-0.04578747600317001
391,0,0,0.6108450293540955,-0.04282952472567558
392,0,0,0.6102162599563599,-0.042516276240348816
393,0,0,0.60969078540802,-0.039674170315265656
394,0,0,0.6090765595436096,-0.0401570163667202
395,0,0,0.6084763407707214,-0.04059140384197235
396,0,0,0.6076151728630066,-0.040202464908361435
397,0,0,0.6066933870315552,-0.03997359424829483
398,0,0,0.6055591702461243,-0.04011724144220352
399,0,0,0.6045967936515808,-0.03884674236178398
400,0,0,0.603835940361023,-0.038523100316524506
401,0,0,0.6029377579689026,-0.03687258064746857
402,0,0,0.6019313335418701,-0.03726424276828766
403,0,0,0.6013419032096863,-0.037048451602458954
404,0,0,0.6012197136878967,-0.03209386020898819
405,0,0,0.6015496253967285,-0.029545502737164497
406,0,0,0.602049708366394,-0.02844349481165409
407,0,0,0.6026142239570618,-0.02590710110962391
408,0,0,0.6032484769821167,-0.022653482854366302
409,0,0,0.6038909554481506,-0.016129538416862488
410,0,0,0.6044758558273315,-0.012856820598244667
411,0,0,0.6052049398422241,-0.009609686210751534
412,0,0,0.6060771346092224,-0.008034275844693184
413,0,0,0.6071515083312988,-0.0032990402542054653
414,0,0,0.6083922386169434,-0.00145444564986974
415,0,0,0.6095181703567505,0.0006023201858624816
416,0,0,0.6103061437606812,0.0034780269488692284
417,0,0,0.6110069751739502,0.006715475115925074
418,0,0,0.6114206910133362,0.010884758085012436
419,0,0,0.6118670105934143,0.01350351795554161
420,0,0,0.6123498678207397,0.01571948453783989
421,0,0,0.6127411127090454,0.018069127574563026
422,0,0,0.6133321523666382,0.021487567573785782
423,0,0,0.614320695400238,0.024478118866682053
424,0,0,0.6153995990753174,0.027018874883651733
425,0,0,0.6162339448928833,0.026826586574316025
426,0,0,0.6168890595436096,0.022973790764808655
427,0,0,0.6178134083747864,0.02088494785130024
428,0,0,0.6188141107559204,0.018260370939970016
429,0,0,0.6195981502532959,0.015041002072393894
430,0,0,0.6204464435577393,0.013541467487812042
431,0,0,0.621472954750061,0.010896546766161919
432,0,0,0.6224321722984314,0.00989370234310627
433,0,0,0.6232828497886658,0.007373445201665163
434,0,0,0.6243364214897156,0.0072705550119280815
435,0,0,0.6251881718635559,0.006511532701551914
436,0,0,0.6258536577224731,0.004748053383082151
437,0,0,0.6265970468521118,0.002937047276645899
438,0,0,0.6271553635597229,0.0008384276297874749
439,0,0,0.627572774887085,-0.0011873104376718402
440,0,0,0.6278698444366455,-0.004230988211929798
441,0,0,0.6281976103782654,-0.007280045188963413
442,0,0,0.6282964944839478,-0.009146514348685741
443,0,0,0.6284144520759583,-0.013487430289387703
444,0,0,0.6285965442657471,-0.020085113123059273
445,0,0,0.6285642981529236,-0.027368810027837753
446,0,0,0.6285906434059143,-0.032016050070524216
447,0,0,0.6284826397895813,-0.03607078269124031
448,0,0,0.6280434727668762,-0.03747174143791199
449,0,0,0.6273888349533081,-0.041457366198301315
450,0,0,0.626423716545105,-0.042826008051633835
451,0,0,0.6255092024803162,-0.04702239856123924
452,0,0,0.6246124505996704,-0.051884107291698456
453,0,0,0.6237732172012329,-0.05431612953543663
454,0,0,0.6228329539299011,-0.05835931375622749
455,0,0,0.6218017339706421,-0.06379371136426926
456,0,0,0.6205968260765076,-0.06754100322723389
457,0,0,0.6191477179527283,-0.0707908347249031
458,0,0,0.6175776124000549,-0.07357443124055862
459,0,0,0.6162427067756653,-0.07611124217510223
460,0,0,0.6153127551078796,-0.07745115458965302
461,0,0,0.6144984364509583,-0.0737185999751091
462,0,0,0.6141577959060669,-0.070433109998703
463,0,0,0.6144365668296814,-0.06652204692363739
464,0,0,0.6150227785110474,-0.0611688531935215
465,0,0,0.6157534122467041,-0.05340610072016716
466,0,0,0.6165828108787537,-0.04774143919348717
467,0,0,0.6172555685043335,-0.04392378404736519
468,0,0,0.6181783676147461,-0.03808072954416275
469,0,0,0.6188201308250427,-0.03291961923241615
470,0,0,0.6191072463989258,-0.03178626671433449
471,0,0,0.6189751625061035,-0.02690955251455307
472,0,0,0.6184695959091187,-0.024400437250733376
473,0,0,0.6178939342498779,-0.02044021524488926
474,0,0,0.6172760725021362,-0.019144179299473763
475,0,0,0.6167047023773193,-0.01678190566599369
476,0,0,0.6160733699798584,-0.015595675446093082
477,0,0,0.6153174638748169,-0.015352630987763405
478,0,0,0.6145249605178833,-0.013107888400554657
479,0,0,0.6134692430496216,-0.01446456927806139
480,0,0,0.6120394468307495,-0.016066811978816986
481,0,0,0.6106089353561401,-0.015880921855568886
482,0,0,0.6093442440032959,-0.015545202419161797
483,0,0,0.608407199382782,-0.016116097569465637
484,0,0,0.6074429750442505,-0.015239961445331573
485,0,0,0.6064224243164062,-0.014611338265240192
486,0,0,0.6058405637741089,-0.013349104672670364
487,0,0,0.6058253645896912,-0.01151054073125124
488,0,0,0.6061155200004578,-0.011530475690960884
489,0,0,0.6064684391021729,-0.01256578229367733
490,0,0,0.6067546606063843,-0.011997278779745102
491,0,0,0.6071107983589172,-0.01399836502969265
492,0,0,0.6072564125061035,-0.014371405355632305
493,0,0,0.6071328520774841,-0.013600106351077557
494,0,0,0.606965184211731,-0.01464448869228363
495,0,0,0.6070809364318848,-0.017026538029313087
496,0,0,0.6072414517402649,-0.017482759431004524
497,0,0,0.6074963808059692,-0.018057603389024734
498,0,0,0.6080611348152161,-0.017463283613324165
499,0,0,0.6084718704223633,-0.01734953559935093
500,0,0,0.6087521910667419,-0.019780293107032776
501,0,0,0.6093425154685974,-0.01991710439324379
502,0,0,0.6103664636611938,-0.01868988573551178
503,0,0,0.6116376519203186,-0.020587779581546783
504,0,0,0.6131486892700195,-0.022457828745245934
505,0,0,0.6141771078109741,-0.02368946187198162
506,0,0,0.6146135926246643,-0.02886768989264965
507,0,0,0.6146689057350159,-0.029847536236047745
508,0,0,0.6143884658813477,-0.031794749200344086
509,0,0,0.6138147115707397,-0.03325258940458298
510,0,0,0.6130649447441101,-0.03385267034173012
511,0,0,0.6121097207069397,-0.0304130706936121
512,0,0,0.6112349629402161,-0.030303873121738434
513,0,0,0.610595703125,-0.02748866379261017
514,0,0,0.6102059483528137,-0.02672792226076126
515,0,0,0.6100068688392639,-0.024182768538594246
516,0,0,0.6101347208023071,-0.022406911477446556
517,0,0,0.6102398633956909,-0.02002093754708767
518,0,0,0.610438346862793,-0.021185971796512604
519,0,0,0.610646665096283,-0.019690614193677902
520,0,0,0.6105340719223022,-0.02022527903318405
521,0,0,0.610324501991272,-0.01883477345108986
522,0,0,0.6100528240203857,-0.019365869462490082
523,0,0,0.6097463369369507,-0.022020447999238968
524,0,0,0.6093664169311523,-0.02411060966551304
525,0,0,0.608905553817749,-0.02512272074818611
526,0,0,0.60868239402771,-0.026673080399632454
527,0,0,0.6083998084068298,-0.031402893364429474
528,0,0,0.6079670190811157,-0.03487196937203407
529,0,0,0.6074648499488831,-0.039204470813274384
530,0,0,0.6069189310073853,-0.04515187814831734
531,0,0,0.6065570116043091,-0.04810890182852745
532,0,0,0.6064245104789734,-0.04980078339576721
533,0,0,0.6065238118171692,-0.050966911017894745
534,0,0,0.6067042350769043,-0.05061192065477371
535,0,0,0.6068398356437683,-0.051191478967666626
536,0,0,0.6068306565284729,-0.05087650939822197
537,0,0,0.6066181063652039,-0.046589143574237823
538,0,0,0.6063509583473206,-0.04321323707699776
539,0,0,0.6060668230056763,-0.04214203730225563
540,0,0,0.605846107006073,-0.042569879442453384
541,0,0,0.6057948470115662,-0.04335324838757515
542,0,0,0.6064361333847046,-0.04549376294016838
543,0,0,0.6072901487350464,-0.04491131007671356
544,0,0,0.6079035401344299,-0.04376623034477234
545,0,0,0.608150839805603,-0.04437290504574776
546,0,0,0.6079578995704651,-0.04347666725516319
547,0,0,0.6077148914337158,-0.04078894481062889
548,0,0,0.6071665287017822,-0.03845763951539993
549,0,0,0.6067867279052734,-0.03561003506183624
550,0,0,0.6066544055938721,-0.0304917860776186
551,0,0,0.6065472960472107,-0.025064654648303986
552,0,0,0.6062946319580078,-0.024349510669708252
553,0,0,0.6061269640922546,-0.02542775124311447
554,0,0,0.6059486865997314,-0.023414216935634613
555,0,0,0.6058750152587891,-0.024071495980024338
556,0,0,0.6059826016426086,-0.024481847882270813
557,0,0,0.6062577366828918,-0.022298429161310196
558,0,0,0.6067313551902771,-0.02051856368780136
559,0,0,0.6073083281517029,-0.018947571516036987
560,0,0,0.6077424883842468,-0.015290713869035244
561,0,0,0.607984185218811,-0.011521672829985619
